"Variant and risk allele",P-value,"P-value annotation",RAF,OR,Beta,CI,"Mapped gene","Reported trait",Trait(s),"Background trait(s)","Study accession",Location
rs285245-<b>T</b>,"4 x 10-8",,0.11,1.11,'-,[1.07-1.15],KLF2-DT,"Colorectal cancer","colorectal cancer",'-,GCST007992,19:16310006
rs7495132-<b>T</b>,"8 x 10-10",,0.12,1.11,'-,[1.07-1.14],"CRTC3, CRTC3-AS1","Colorectal cancer","colorectal cancer",'-,GCST007992,15:90629669
rs704017-<b>G</b>,"3 x 10-16",,0.6,1.1,'-,[1.08-1.13],ZMIZ1-AS1,"Colorectal cancer","colorectal cancer",'-,GCST007992,10:79059375
rs12143541-<b>G</b>,"9 x 10-10",,0.15,1.1,'-,[1.06-1.13],TTC22,"Colorectal cancer","colorectal cancer",'-,GCST007992,1:54782179
rs45597035-<b>A</b>,"2 x 10-10",,0.64,1.08,'-,[1.05-1.10],KLF5,"Colorectal cancer","colorectal cancer",'-,GCST007992,13:73075014
rs4450168-<b>C</b>,"1 x 10-8",,0.17,1.1,'-,[1.06-1.13],SBF2,"Colorectal cancer","colorectal cancer",'-,GCST007992,11:10265208
rs6066825-<b>A</b>,"4 x 10-17",,0.65,1.1,'-,[1.08-1.13],PREX1,"Colorectal cancer","colorectal cancer",'-,GCST007992,20:48723580
rs4811050-<b>A</b>,"2 x 10-11",,0.18,1.1,'-,[1.07-1.13],"RN7SL636P, LINC01271","Colorectal cancer","colorectal cancer",'-,GCST007992,20:50364133
rs9797885-<b>G</b>,"3 x 10-10",,0.71,1.08,'-,[1.05-1.10],TMEM91,"Colorectal cancer","colorectal cancer",'-,GCST007992,19:41367096
rs2179593-<b>A</b>,"5 x 10-9",,0.72,1.07,'-,[1.05-1.10],TOX2,"Colorectal cancer","colorectal cancer",'-,GCST007992,20:44031646
rs7398375-<b>C</b>,"4 x 10-10",,0.72,1.09,'-,[1.06-1.13],"LRP1-AS, LRP1","Colorectal cancer","colorectal cancer",'-,GCST007992,12:57147065
rs4776316-<b>A</b>,"1 x 10-8",,0.73,1.08,'-,[1.05-1.10],SMAD6,"Colorectal cancer","colorectal cancer",'-,GCST007992,15:66715475
rs1078643-<b>A</b>,"4 x 10-11",,0.77,1.09,'-,[1.06-1.12],"TMEM220-AS1, TMEM238L","Colorectal cancer","colorectal cancer",'-,GCST007992,17:10803924
rs9271770-<b>A</b>,"4 x 10-8",,0.81,1.08,'-,[1.05-1.11],"HLA-DRB1, HLA-DQA1","Colorectal cancer","colorectal cancer",'-,GCST007992,6:32626471
rs1570405-<b>G</b>,"1 x 10-6",,0.31,1.06,'-,[1.03-1.08],ATP5F1CP1,"Colorectal cancer","colorectal cancer",'-,GCST007992,14:54087516
rs3787089-<b>C</b>,"6 x 10-9",,0.32,1.07,'-,[1.05-1.10],"RTEL1, RTEL1-TNFRSF6B","Colorectal cancer","colorectal cancer",'-,GCST007992,20:63685277
rs639933-<b>C</b>,"1 x 10-9",,0.38,1.07,'-,[1.05-1.10],C5orf66,"Colorectal cancer","colorectal cancer",'-,GCST007992,5:135132061
rs6085661-<b>T</b>,"2 x 10-14",,0.39,1.09,'-,[1.06-1.11],"CASC20, LINC01713","Colorectal cancer","colorectal cancer",'-,GCST007992,20:6712481
rs3131043-<b>G</b>,"3 x 10-8",,0.43,1.07,'-,[1.05-1.1],HCG20,"Colorectal cancer","colorectal cancer",'-,GCST007992,6:30790689
rs61776719-<b>C</b>,"2 x 10-10",,0.45,1.07,'-,[1.05-1.10],"FHL3, RNU6-510P","Colorectal cancer","colorectal cancer",'-,GCST007992,1:37995647
rs11893063-<b>A</b>,"9 x 10-9",,0.47,1.07,'-,[1.04-1.09],'-,"Colorectal cancer","colorectal cancer",'-,GCST007992,2:198737201
rs77776598-<b>C</b>,"8 x 10-9",,0.06,1.14,'-,[1.09-1.20],SLC6A18,"Colorectal cancer","colorectal cancer",'-,GCST007992,5:1240883
rs10951878-<b>C</b>,"1 x 10-8",,0.49,1.06,'-,[1.04-1.09],'-,"Colorectal cancer","colorectal cancer",'-,GCST007992,7:46887097
rs1412834-<b>T</b>,"4 x 10-14",,0.5,1.08,'-,[1.06-1.11],CDKN2B-AS1,"Colorectal cancer","colorectal cancer",'-,GCST007992,9:22110132
rs75686861-<b>A</b>,"2 x 10-9",,0.1,1.12,'-,[1.08-1.16],HHIP,"Colorectal cancer","colorectal cancer",'-,GCST007992,4:144700176
rs7593422-<b>T</b>,"4 x 10-11",,0.55,1.07,'-,[1.05-1.10],"RNU7-147P, SATB2","Colorectal cancer","colorectal cancer",'-,GCST007992,2:199266972
rs9831861-<b>G</b>,"4 x 10-10",,0.59,1.07,'-,[1.05-1.09],"SFMBT1, SERBP1P3","Colorectal cancer","colorectal cancer",'-,GCST007992,3:53054269
rs10849438-<b>G</b>,"1 x 10-10",,0.12,1.12,'-,[1.08-1.16],"ATP5MFP5, PLEKHG6","Colorectal cancer","colorectal cancer",'-,GCST007992,12:6302870
rs12635946-<b>C</b>,"1 x 10-11",,0.62,1.08,'-,[1.06-1.10],"LINC02044, BOC","Colorectal cancer","colorectal cancer",'-,GCST007992,3:113198071
rs6055286-<b>A</b>,"1 x 10-10",,0.15,1.11,'-,[1.07-1.14],'-,"Colorectal cancer","colorectal cancer",'-,GCST007992,20:7737398
rs7993934-<b>T</b>,"3 x 10-11",,0.65,1.08,'-,[1.05-1.10],COL4A2,"Colorectal cancer","colorectal cancer",'-,GCST007992,13:110422568
rs12818766-<b>A</b>,"2 x 10-9",,0.18,1.1,'-,[1.07-1.13],CCND2-AS1,"Colorectal cancer","colorectal cancer",'-,GCST007992,12:4266925
rs3801081-<b>G</b>,"2 x 10-11",,0.68,1.08,'-,[1.06-1.11],TNS3,"Colorectal cancer","colorectal cancer",'-,GCST007992,7:47471563
rs10152518-<b>G</b>,"3 x 10-8",,0.19,1.08,'-,[1.05-1.11],RNU6-1,"Colorectal cancer","colorectal cancer",'-,GCST007992,15:67884824
rs17816465-<b>A</b>,"1 x 10-14",,0.2,1.11,'-,[1.08-1.14],FMN1,"Colorectal cancer","colorectal cancer",'-,GCST007992,15:32864185
rs899244-<b>T</b>,"1 x 10-10",,0.21,1.09,'-,[1.06-1.12],"FOXL1, LINC02188","Colorectal cancer","colorectal cancer",'-,GCST007992,16:86666424
rs12427600-<b>C</b>,"5 x 10-11",,0.24,1.09,'-,[1.06-1.11],SMAD9,"Colorectal cancer","colorectal cancer",'-,GCST007992,13:36886511
rs6091213-<b>C</b>,"4 x 10-10",,0.26,1.08,'-,[1.05-1.11],"BCAS4, PARD6B","Colorectal cancer","colorectal cancer",'-,GCST007992,20:50768208
rs61336918-<b>A</b>,"2 x 10-12",,0.29,1.09,'-,[1.06-1.12],'-,"Colorectal cancer","colorectal cancer",'-,GCST007992,16:79973369
rs17035289-<b>T</b>,"3 x 10-10",,0.83,1.1,'-,[1.07-1.13],"TET2, RNU6-351P","Colorectal cancer","colorectal cancer",'-,GCST007992,4:105127134
rs6933790-<b>T</b>,"4 x 10-10",,0.83,1.1,'-,[1.07-1.14],TFEB,"Colorectal cancer","colorectal cancer",'-,GCST007992,6:41705031
rs73975588-<b>A</b>,"9 x 10-9",,0.87,1.1,'-,[1.06-1.13],NXN,"Colorectal cancer","colorectal cancer",'-,GCST007992,17:913501
rs1330889-<b>C</b>,"7 x 10-10",,0.87,1.11,'-,[1.07-1.14],"OBI1-AS1, LINC00446","Colorectal cancer","colorectal cancer",'-,GCST007992,13:78035480
rs11692435-<b>G</b>,"1 x 10-8",,0.9,1.12,'-,[1.07-1.16],ACTR1B,"Colorectal cancer","colorectal cancer",'-,GCST007992,2:97658891
rs6928864-<b>C</b>,"1 x 10-8",,0.91,1.13,'-,[1.09-1.19],"LINC02836, PREP","Colorectal cancer","colorectal cancer",'-,GCST007992,6:105519019
rs9537521-<b>G</b>,"7 x 10-9",,NR,1.08,'-,[1.05-1.11],'-,"Colorectal cancer","colorectal cancer",'-,GCST007992,13:33464043
rs35107139-<b>C</b>,"1 x 10-13",,NR,1.09,'-,[1.07-1.12],BMP4,"Colorectal cancer","colorectal cancer",'-,GCST007992,14:53952388
rs73376930-<b>G</b>,"7 x 10-35",,NR,1.18,'-,[1.15-1.21],GREM1,"Colorectal cancer","colorectal cancer",'-,GCST007992,15:32720301
rs9939049-<b>A</b>,"2 x 10-7",,NR,1.06,'-,[1.04-1.09],CDH1,"Colorectal cancer","colorectal cancer",'-,GCST007992,16:68778398
rs7226855-<b>A</b>,"6 x 10-71",,NR,1.21,'-,[1.19-1.24],SMAD7,"Colorectal cancer","colorectal cancer",'-,GCST007992,18:48927678
rs73039434-<b>T</b>,"2 x 10-18",,NR,1.3,'-,[1.22-1.38],RHPN2,"Colorectal cancer","colorectal cancer",'-,GCST007992,19:33034013
rs1741640-<b>C</b>,"2 x 10-28",,NR,1.16,'-,[1.13-1.20],LAMA5,"Colorectal cancer","colorectal cancer",'-,GCST007992,20:62357358
rs2732875-<b>C</b>,"8 x 10-12",,NR,1.18,'-,[1.13-1.24],SHROOM2,"Colorectal cancer","colorectal cancer",'-,GCST007992,X:9795858
rs11196171-<b>G</b>,"3 x 10-6",,NR,1.07,'-,[1.04-1.10],TCF7L2,"Colorectal cancer","colorectal cancer",'-,GCST007992,10:112964714
rs4246215-<b>G</b>,"1 x 10-6",,NR,1.06,'-,[1.03-1.08],"FEN1, FADS2","Colorectal cancer","colorectal cancer",'-,GCST007992,11:61796827
rs11884596-<b>?</b>,"2 x 10-6",,NR,1.05,'-,[1.03-1.08],'-,"Colorectal cancer","colorectal cancer",'-,GCST007992,2:198747683
rs75954926-<b>?</b>,"1 x 10-7",,NR,1.08,'-,[1.05-1.11],"METRNL, RPL23AP87","Colorectal cancer","colorectal cancer",'-,GCST007992,17:83104098
rs4944940-<b>G</b>,"1 x 10-20",,0.96,1.31,'-,[1.24-1.39],CHRDL2,"Colorectal cancer","colorectal cancer",'-,GCST007992,11:74704207
rs16892766-<b>C</b>,"1 x 10-35",,NR,1.26,'-,[1.22-1.31],EIF3H,"Colorectal cancer","colorectal cancer",'-,GCST007992,8:116618444
rs1810502-<b>C</b>,"2 x 10-10",,NR,1.07,'-,[1.05-1.1],"RN7SL636P, COX6CP2","Colorectal cancer","colorectal cancer",'-,GCST007992,20:50440951
rs2696839-<b>G</b>,"1 x 10-6",,NR,1.05,'-,[1.03-1.08],"LINC01081, LINC00917","Colorectal cancer","colorectal cancer",'-,GCST007992,16:86306842
rs6983267-<b>G</b>,"2 x 10-57",,NR,1.19,'-,[1.16-1.21],"POU5F1B, CCAT2, CASC8, PCAT1","Colorectal cancer","colorectal cancer",'-,GCST007992,8:127401060
rs72647484-<b>T</b>,"2 x 10-10",,NR,1.13,'-,[1.09-1.17],MIR4418,"Colorectal cancer","colorectal cancer",'-,GCST007992,1:22261235
rs961253-<b>A</b>,"5 x 10-20",,NR,1.11,'-,[1.08-1.13],CASC20,"Colorectal cancer","colorectal cancer",'-,GCST007992,20:6423634
rs4546885-<b>G</b>,"1 x 10-14",,NR,1.09,'-,[1.07-1.11],LAMC1,"Colorectal cancer","colorectal cancer",'-,GCST007992,1:183056420
rs6658977-<b>T</b>,"1 x 10-12",,NR,1.08,'-,[1.06-1.11],"LINC02257, LINC01655","Colorectal cancer","colorectal cancer",'-,GCST007992,1:221876478
rs13020391-<b>C</b>,"2 x 10-13",,NR,1.09,'-,[1.06-1.11],PNKD,"Colorectal cancer","colorectal cancer",'-,GCST007992,2:218319713
rs35470271-<b>G</b>,"2 x 10-9",,NR,1.09,'-,[1.06-1.13],"MRPS31P1, HMGN2P24","Colorectal cancer","colorectal cancer",'-,GCST007992,3:40873748
rs35446936-<b>G</b>,"6 x 10-8",,NR,1.07,'-,[1.05-1.10],ACTRT3,"Colorectal cancer","colorectal cancer",'-,GCST007992,3:169768720
rs1445011-<b>C</b>,"1 x 10-17",,NR,1.11,'-,[1.08-1.13],"TTC33, RNU1-150P","Colorectal cancer","colorectal cancer",'-,GCST007992,5:40280100
rs16878812-<b>A</b>,"2 x 10-9",,NR,1.11,'-,[1.07-1.15],FKBP5,"Colorectal cancer","colorectal cancer",'-,GCST007992,6:35601785
rs1321310-<b>C</b>,"6 x 10-11",,NR,1.09,'-,[1.06-1.11],"RNU1-88P, Y_RNA","Colorectal cancer","colorectal cancer",'-,GCST007992,6:36655347
rs62404966-<b>C</b>,"3 x 10-9",,NR,1.08,'-,[1.05-1.10],BMP5,"Colorectal cancer","colorectal cancer",'-,GCST007992,6:55847326
rs7894531-<b>G</b>,"4 x 10-24",,NR,1.13,'-,[1.10-1.15],"LINC02676, RNA5SP299","Colorectal cancer","colorectal cancer",'-,GCST007992,10:8692798
rs2193352-<b>G</b>,"2 x 10-15",,NR,1.11,'-,[1.08-1.14],"NKX2-3, SLC25A28","Colorectal cancer","colorectal cancer",'-,GCST007992,10:99586852
rs57796856-<b>T</b>,"4 x 10-16",,NR,1.09,'-,[1.07-1.12],POLD3,"Colorectal cancer","colorectal cancer",'-,GCST007992,11:74627310
rs3087967-<b>T</b>,"6 x 10-33",,NR,1.15,'-,[1.12-1.18],C11orf53,"Colorectal cancer","colorectal cancer",'-,GCST007992,11:111286111
rs11169572-<b>C</b>,"6 x 10-14",,NR,1.09,'-,[1.06-1.11],"ATF1, RN7SL519P","Colorectal cancer","colorectal cancer",'-,GCST007992,12:50823107
rs597808-<b>G</b>,"8 x 10-15",,NR,1.09,'-,[1.07-1.11],ATXN2,"Colorectal cancer","colorectal cancer",'-,GCST007992,12:111535554
rs7315438-<b>T</b>,"1 x 10-11",,NR,1.08,'-,[1.05-1.10],'-,"Colorectal cancer","colorectal cancer",'-,GCST007992,12:115453598
rs2735940-<b>A</b>,"1 x 10-11",,NR,1.08,'-,[1.06-1.10],"TERT, MIR4457","Colorectal cancer","colorectal cancer",'-,GCST007992,5:1296371
rs3217810-<b>T</b>,"1 x 10-6",,NR,1.11,'-,[1.06-1.15],CCND2,"Colorectal cancer","colorectal cancer",'-,GCST007992,12:4279105
rs6687758-<b>G</b>,"2 x 10-9",,NR,1.09,'-,[1.06-1.12],"LINC01705, LINC02474","Colorectal cancer","colorectal cancer",'-,GCST000843,1:221991606
rs4925386-<b>C</b>,"2 x 10-10",,NR,1.08,'-,[1.05-1.10],LAMA5,"Colorectal cancer","colorectal cancer",'-,GCST000843,20:62345988
rs10936599-<b>C</b>,"3 x 10-8",,NR,1.04,'-,[1.04-1.10],MYNN,"Colorectal cancer","colorectal cancer",'-,GCST000843,3:169774313
rs11169552-<b>C</b>,"2 x 10-10",,NR,1.09,'-,[1.05-1.11],"DIP2B, ATF1","Colorectal cancer","colorectal cancer",'-,GCST000843,12:50761880
rs6691170-<b>T</b>,"1 x 10-9",,NR,1.06,'-,[1.03-1.09],"LINC01655, LINC02257","Colorectal cancer","colorectal cancer",'-,GCST000843,1:221872104
rs8180040-<b>?</b>,"2 x 10-6",,NR,1.28,'-,[1.15-1.41],"PTPN23, KLHL18","Colorectal cancer","colorectal cancer",'-,GCST001832,3:47347457
rs12548021-<b>?</b>,"3 x 10-6",,NR,1.28,'-,[1.155-1.418],RNU6-1213P,"Colorectal cancer","colorectal cancer",'-,GCST001832,8:29486945
rs3104964-<b>?</b>,"4 x 10-6",,NR,1.265,'-,[1.144-1.398],C8orf37-AS1,"Colorectal cancer","colorectal cancer",'-,GCST001832,8:95583508
rs6983267-<b>?</b>,"7 x 10-11",,0.48,1.24,'-,[1.17-1.33],"POU5F1B, CCAT2, CASC8, PCAT1","Colorectal cancer","colorectal cancer",'-,GCST000169,8:127401060
rs16892766-<b>A</b>,"3 x 10-18",,0.07,1.27,'-,[1.20-1.34],EIF3H,"Colorectal cancer","colorectal cancer",'-,GCST000169,8:116618444
rs4939827-<b>?</b>,"2 x 10-6",,0.53,1.18,'-,[1.10-1.25],SMAD7,"Colorectal cancer","colorectal cancer",'-,GCST000169,18:48927093
rs4779584-<b>?</b>,"5 x 10-7",,0.19,1.23,'-,[1.14-1.34],"GREM1, SCG5","Colorectal cancer","colorectal cancer",'-,GCST000169,15:32702555
rs10795668-<b>A</b>,"3 x 10-13",,0.67,1.12,'-,[1.10-1.16],RNA5SP299,"Colorectal cancer","colorectal cancer",'-,GCST000169,10:8659256
rs6983267-<b>G</b>,"1 x 10-14",,0.49,1.27,'-,[1.16-1.39],"POU5F1B, CCAT2, CASC8, PCAT1","Colorectal cancer","colorectal cancer",'-,GCST000053,8:127401060
rs4444235-<b>C</b>,"8 x 10-10",,0.46,1.11,'-,[1.08-1.15],"MIR5580, LINC02331","Colorectal cancer","colorectal cancer",'-,GCST000270,14:53944201
rs10411210-<b>C</b>,"5 x 10-9",,0.90,1.15,'-,[1.10-1.20],RHPN2,"Colorectal cancer","colorectal cancer",'-,GCST000270,19:33041394
rs9929218-<b>G</b>,"1 x 10-8",,0.29,1.1,'-,[1.06-1.12],CDH1,"Colorectal cancer","colorectal cancer",'-,GCST000270,16:68787043
rs961253-<b>A</b>,"2 x 10-10",,0.36,1.12,'-,[1.08-1.16],CASC20,"Colorectal cancer","colorectal cancer",'-,GCST000270,20:6423634
rs6983267-<b>G</b>,"1 x 10-11",,0.5,1.13,'-,[1.09-1.18],"POU5F1B, CCAT2, CASC8, PCAT1","Colorectal cancer","colorectal cancer",'-,GCST001787,8:127401060
rs3802842-<b>?</b>,"4 x 10-7",,0.29,1.11,'-,[1.06-1.15],"COLCA2, COLCA1","Colorectal cancer","colorectal cancer",'-,GCST001787,11:111300984
rs4779584-<b>?</b>,"5 x 10-7",,0.18,1.12,'-,[1.08-1.19],"GREM1, SCG5","Colorectal cancer","colorectal cancer",'-,GCST001787,15:32702555
rs4939827-<b>?</b>,"2 x 10-10",,0.52,1.12,'-,[1.09-1.16],SMAD7,"Colorectal cancer","colorectal cancer",'-,GCST001787,18:48927093
rs4813802-<b>G</b>,"7 x 10-6",,0.34,1.1,'-,[1.05-1.14],LINC01713,"Colorectal cancer","colorectal cancer",'-,GCST001787,20:6718948
rs11903757-<b>C</b>,"4 x 10-8",,0.16,1.16,'-,[1.10-1.22],NABP1,"Colorectal cancer","colorectal cancer",'-,GCST001787,2:191722478
rs10911251-<b>A</b>,"9 x 10-8",,0.57,1.09,'-,[1.06-1.13],LAMC1,"Colorectal cancer","colorectal cancer",'-,GCST001787,1:183112059
rs3217810-<b>T</b>,"6 x 10-8",,0.16,1.2,'-,[1.12-1.28],CCND2,"Colorectal cancer","colorectal cancer",'-,GCST001787,12:4279105
rs3217901-<b>G</b>,"3 x 10-7",,0.41,1.1,'-,[1.06-1.14],CCND2,"Colorectal cancer","colorectal cancer",'-,GCST001787,12:4296223
rs59336-<b>T</b>,"4 x 10-7",,0.48,1.09,'-,[1.06-1.13],TBX3,"Colorectal cancer","colorectal cancer",'-,GCST001787,12:114678547
rs1912453-<b>?</b>,"9 x 10-6",,0.41,1.07,'-,[1.04-1.11],CCDC190,"Colorectal cancer","colorectal cancer",'-,GCST001787,1:162851501
rs13130787-<b>?</b>,"3 x 10-7",,0.43,1.09,'-,[1.06-1.13],'-,"Colorectal cancer","colorectal cancer",'-,GCST001787,4:93965880
rs2057314-<b>?</b>,"3 x 10-6",,0.50,1.08,'-,[1.04-1.11],DCBLD1,"Colorectal cancer","colorectal cancer",'-,GCST001787,6:117498194
rs2128382-<b>?</b>,"8 x 10-6",,0.82,1.11,'-,[1.06-1.16],"GSDMC, CYRIB","Colorectal cancer","colorectal cancer",'-,GCST001787,8:129807793
rs17094983-<b>?</b>,"3 x 10-6",,0.13,1.13,'-,[1.08-1.20],LINC01500,"Colorectal cancer","colorectal cancer",'-,GCST001787,14:58722643
rs1321311-<b>?</b>,"1 x 10-10",,NR,1.1,'-,[1.07-1.13],"RNU1-88P, Y_RNA","Colorectal cancer","colorectal cancer",'-,GCST001544,6:36655123
rs3824999-<b>?</b>,"4 x 10-10",,NR,1.08,'-,[1.05-1.10],POLD3,"Colorectal cancer","colorectal cancer",'-,GCST001544,11:74634505
rs5934683-<b>?</b>,"7 x 10-10",,NR,1.07,'-,[1.04-1.10],GPR143,"Colorectal cancer","colorectal cancer",'-,GCST001544,X:9783434
"rs10879357-<b>?</b> x rs1571218-<b>?</b>","3 x 10-6",,0.62,1.25,'-,[1.14-1.39],"No mapped genes x N/A - CASC20","Colorectal cancer (SNP x SNP interaction)","colorectal cancer",'-,GCST001794,20:6389406
"rs367615-<b>?</b> x rs10795668-<b>?</b>","4 x 10-8",,0.73,1.35,'-,[1.20-1.49],"No mapped genes x RNA5SP299 - N/A","Colorectal cancer (SNP x SNP interaction)","colorectal cancer",'-,GCST001794,10:8659256
"rs10114408-<b>?</b> x rs4779584-<b>?</b>","3 x 10-6",,0.76,1.37,'-,[1.20-1.56],"No mapped genes x SCG5 - GREM1","Colorectal cancer (SNP x SNP interaction)","colorectal cancer",'-,GCST001794,15:32702555
"rs9365723-<b>?</b> x rs6687758-<b>?</b>","4 x 10-6",,0.57,1.27,'-,[1.15-1.41],"No mapped genes x LINC02474 - LINC01705","Colorectal cancer (SNP x SNP interaction)","colorectal cancer",'-,GCST001794,1:221991606
"rs39453-<b>?</b> x rs6687758-<b>?</b>","2 x 10-6",,0.63,1.28,'-,[1.16-1.43],"No mapped genes x LINC02474 - LINC01705","Colorectal cancer (SNP x SNP interaction)","colorectal cancer",'-,GCST001794,1:221991606
"rs17730929-<b>?</b> x rs7136702-<b>?</b>","3 x 10-6",,0.9,1.47,'-,[1.25-1.72],"No mapped genes x LARP4 - DIP2B","Colorectal cancer (SNP x SNP interaction)","colorectal cancer",'-,GCST001794,12:50486433
"rs4591517-<b>?</b> x rs4925386-<b>?</b>","3 x 10-6",,0.28,1.06,'-,[0.88-1.29],"No mapped genes x LAMA5","Colorectal cancer (SNP x SNP interaction)","colorectal cancer",'-,GCST001794,20:62345988
rs7014346-<b>A</b>,"9 x 10-26",,0.18,1.19,'-,[1.15-1.23],"CASC8, POU5F1B, PCAT1","Colorectal cancer","colorectal cancer",'-,GCST000168,8:127412547
rs3802842-<b>C</b>,"6 x 10-10",,0.43,1.11,'-,[1.08-1.15],"COLCA2, COLCA1","Colorectal cancer","colorectal cancer",'-,GCST000168,11:111300984
rs4939827-<b>T</b>,"8 x 10-28",,0.52,1.2,'-,[1.16-1.24],SMAD7,"Colorectal cancer","colorectal cancer",'-,GCST000168,18:48927093
rs7229639-<b>A</b>,"3 x 10-11",,0.145,1.22,'-,[1.15-1.29],SMAD7,"Colorectal cancer","colorectal cancer",'-,GCST002340,18:48924606
rs3536032-<b>A</b>,"2 x 10-8",(EA),0.16,1.14,'-,[1.09–1.19],'-,"Colorectal cancer","colorectal cancer",'-,GCST003017,3:40883471
rs812481-<b>G</b>,"3 x 10-8",(EA),0.58,1.09,'-,[1.05–1.12],LRIG1,"Colorectal cancer","colorectal cancer",'-,GCST003017,3:66392011
rs73208120-<b>G</b>,"3 x 10-8",(EA),0.11,1.16,'-,[1.11–1.23],NOS1,"Colorectal cancer","colorectal cancer",'-,GCST003017,12:117309785
rs11190164-<b>G</b>,"8 x 10-7",(EA),0.29,1.1,'-,[1.05–1.14],"NKX2-3, SLC25A28","Colorectal cancer","colorectal cancer",'-,GCST003017,10:99591947
rs3184504-<b>C</b>,"2 x 10-8",(EA),0.53,1.09,'-,[1.06–1.12],"ATXN2, SH2B3","Colorectal cancer","colorectal cancer",'-,GCST003017,12:111446804
rs4946260-<b>T</b>,"5 x 10-7",(EA),0.53,1.08,'-,[1.05–1.11],DCBLD1,"Colorectal cancer","colorectal cancer",'-,GCST003017,6:117501830
rs35360328-<b>A</b>,"3 x 10-9",,0.16,1.14,'-,[1.09-1.19],'-,"Colorectal cancer","colorectal cancer",'-,GCST003017,3:40883471
rs812481-<b>G</b>,"2 x 10-8",,0.58,1.09,'-,[1.05-1.11],LRIG1,"Colorectal cancer","colorectal cancer",'-,GCST003017,3:66392011
rs11190164-<b>G</b>,"4 x 10-8",,0.29,1.09,'-,[1.06-1.12],"NKX2-3, SLC25A28","Colorectal cancer","colorectal cancer",'-,GCST003017,10:99591947
rs3184504-<b>C</b>,"2 x 10-8",,0.53,1.09,'-,[1.06-1.12],"ATXN2, SH2B3","Colorectal cancer","colorectal cancer",'-,GCST003017,12:111446804
rs73208120-<b>G</b>,"3 x 10-8",,0.11,1.16,'-,[1.11-1.23],NOS1,"Colorectal cancer","colorectal cancer",'-,GCST003017,12:117309785
rs6066825-<b>A</b>,"4 x 10-9",,0.64,1.09,'-,[1.06-1.12],PREX1,"Colorectal cancer","colorectal cancer",'-,GCST003017,20:48723580
rs4946260-<b>T</b>,"6 x 10-8",,0.53,1.07,'-,[1.05-1.10],DCBLD1,"Colorectal cancer","colorectal cancer",'-,GCST003017,6:117501830
rs16892766-<b>C</b>,"3 x 10-12",,0.1,1.2048193,'-,[1.15-1.26],EIF3H,"Colorectal cancer","colorectal cancer",'-,GCST003017,8:116618444
rs6983267-<b>G</b>,"4 x 10-14",,0.5,1.1235955,'-,[1.09-1.15],"POU5F1B, CCAT2, CASC8, PCAT1","Colorectal cancer","colorectal cancer",'-,GCST003017,8:127401060
rs3824999-<b>G</b>,"1 x 10-6",,0.53,1.0752687,'-,[1.05-1.1],POLD3,"Colorectal cancer","colorectal cancer",'-,GCST003017,11:74634505
rs3802842-<b>C</b>,"1 x 10-10",,0.28,1.1235955,'-,[1.09-1.16],"COLCA2, COLCA1","Colorectal cancer","colorectal cancer",'-,GCST003017,11:111300984
rs3217901-<b>G</b>,"2 x 10-6",,0.41,1.0869565,'-,[1.05-1.12],CCND2,"Colorectal cancer","colorectal cancer",'-,GCST003017,12:4296223
rs4444235-<b>C</b>,"5 x 10-8",,0.49,1.0869565,'-,[1.06-1.12],"MIR5580, LINC02331","Colorectal cancer","colorectal cancer",'-,GCST003017,14:53944201
rs4779584-<b>T</b>,"1 x 10-8",,0.81,1.12,'-,[1.08-1.16],"GREM1, SCG5","Colorectal cancer","colorectal cancer",'-,GCST003017,15:32702555
rs4939827-<b>T</b>,"2 x 10-15",,0.54,1.13,'-,[1.1-1.16],SMAD7,"Colorectal cancer","colorectal cancer",'-,GCST003017,18:48927093
rs961253-<b>A</b>,"1 x 10-7",,0.37,1.09,'-,[1.06-1.12],CASC20,"Colorectal cancer","colorectal cancer",'-,GCST003017,20:6423634
rs7528276-<b>T</b>,"3 x 10-7",,0.03,1.86,'-,[1.47-2.36],MACF1,"Colorectal cancer","colorectal cancer",'-,GCST003420,1:39344315
rs1367374-<b>C</b>,"4 x 10-7",,0.13,1.37,'-,[1.21-1.55],"PAIP2B, ATP5PBP4","Colorectal cancer","colorectal cancer",'-,GCST003420,2:153074663
rs143046984-<b>TA</b>,"4 x 10-7",,0.04,1.65,'-,[1.36-2.01],PCNX1,"Colorectal cancer","colorectal cancer",'-,GCST003420,14:70937530
