"","VariantID","DISEASE/TRAIT","MAPPED_GENE","CONTEXT","INTERGENIC","RISK ALLELE FREQUENCY","MAPPED_TRAIT","EnsVar_most_severe_consequence","Parent term","monogenic_searched_resource","monogenic_disease_name"
"100","rs841163","Age at loss of ambulation in Duchenne muscular dystrophy","OR14K1 - OR1C1","non_coding_transcript_exon_variant",1,"NR","Duchenne muscular dystrophy, disease progression measurement","intron_variant","Other measurement","A. Nesterova, Monogenic rare diseases in biomedical databases and text mining","SEE DISEASE/TRAIT"
"101","rs9975725","Age at loss of ambulation in Duchenne muscular dystrophy","EIF4A1P1 - RPL10P1","intron_variant",1,"NR","Duchenne muscular dystrophy, disease progression measurement","intron_variant","Cardiovascular disease","A. Nesterova, Monogenic rare diseases in biomedical databases and text mining","SEE DISEASE/TRAIT"
"102","rs9975725","Age at loss of ambulation in Duchenne muscular dystrophy","EIF4A1P1 - RPL10P1","intron_variant",1,"NR","Duchenne muscular dystrophy, disease progression measurement","intron_variant","Other measurement","A. Nesterova, Monogenic rare diseases in biomedical databases and text mining","SEE DISEASE/TRAIT"
"103","rs67072384","Alloimmunization response to red blood cell transfusion in sickle cell anemia","ARAP1","intron_variant",0,"0.11","alloimmunization, response to red blood cell transfusion","intron_variant","Biological process","A. Nesterova, Monogenic rare diseases in biomedical databases and text mining","SEE DISEASE/TRAIT"
"104","rs11127729","CFTR mutation F508del heterozygosity in cystic fibrosis","SUCLG2-AS1","intron_variant",0,"NR","CFTR mutation carrier status","intron_variant","Other measurement","A. Nesterova, Monogenic rare diseases in biomedical databases and text mining","SEE DISEASE/TRAIT"
"105","rs1911632","CFTR mutation F508del heterozygosity in cystic fibrosis","LINC01823 - LINC01826","intergenic_variant",1,"NR","CFTR mutation carrier status","intergenic_variant","Other measurement","A. Nesterova, Monogenic rare diseases in biomedical databases and text mining","SEE DISEASE/TRAIT"
"106","rs1923653","CFTR mutation F508del heterozygosity in cystic fibrosis","RPS6P15 - GPAM","intergenic_variant",1,"NR","CFTR mutation carrier status","intergenic_variant","Other measurement","A. Nesterova, Monogenic rare diseases in biomedical databases and text mining","SEE DISEASE/TRAIT"
"107","rs2813164","CFTR mutation F508del heterozygosity in cystic fibrosis","NEK7 - ATP6V1G3","non_coding_transcript_exon_variant",1,"NR","CFTR mutation carrier status","non_coding_transcript_exon_variant","Other measurement","A. Nesterova, Monogenic rare diseases in biomedical databases and text mining","SEE DISEASE/TRAIT"
"108","rs2813164","CFTR mutation F508del heterozygosity in cystic fibrosis","NEK7 - ATP6V1G3","non_coding_transcript_exon_variant",1,"NR","CFTR mutation carrier status","non_coding_transcript_exon_variant","Other measurement","A. Nesterova, Monogenic rare diseases in biomedical databases and text mining","SEE DISEASE/TRAIT"
"109","rs533344","CFTR mutation F508del heterozygosity in cystic fibrosis","SMC4P1 - THSD7B","intergenic_variant",1,"NR","CFTR mutation carrier status","intergenic_variant","Other measurement","A. Nesterova, Monogenic rare diseases in biomedical databases and text mining","SEE DISEASE/TRAIT"
"110","rs6559779","CFTR mutation F508del heterozygosity in cystic fibrosis","SLC28A3","intron_variant",0,"NR","CFTR mutation carrier status","intron_variant","Other measurement","A. Nesterova, Monogenic rare diseases in biomedical databases and text mining","SEE DISEASE/TRAIT"
"111","rs7802924","CFTR mutation F508del heterozygosity in cystic fibrosis","CFTR","intron_variant",0,"NR","CFTR mutation carrier status","intron_variant","Other measurement","A. Nesterova, Monogenic rare diseases in biomedical databases and text mining","SEE DISEASE/TRAIT"
"112","rs853741","CFTR mutation F508del heterozygosity in cystic fibrosis","PROX1-AS1","intron_variant",0,"NR","CFTR mutation carrier status","intron_variant","Other measurement","A. Nesterova, Monogenic rare diseases in biomedical databases and text mining","SEE DISEASE/TRAIT"
"113","rs9455973","CFTR mutation F508del heterozygosity in cystic fibrosis","FRMD1 - CTAGE13P","regulatory_region_variant",1,"NR","CFTR mutation carrier status","regulatory_region_variant","Other measurement","A. Nesterova, Monogenic rare diseases in biomedical databases and text mining","SEE DISEASE/TRAIT"
"114","rs949473","CFTR mutation F508del heterozygosity in cystic fibrosis","ASS1P14 - SYT10","intergenic_variant",1,"NR","CFTR mutation carrier status","intergenic_variant","Other measurement","A. Nesterova, Monogenic rare diseases in biomedical databases and text mining","SEE DISEASE/TRAIT"
"115","rs10984344","CFTR mutation F508del heterozygosity in cystic fibrosis (PC-adjusted model)","TUBB4BP6 - BRINP1","intergenic_variant",1,"NR","CFTR mutation carrier status","intergenic_variant","Other measurement","A. Nesterova, Monogenic rare diseases in biomedical databases and text mining","SEE DISEASE/TRAIT"
"116","rs11059101","CFTR mutation F508del heterozygosity in cystic fibrosis (PC-adjusted model)","LINC02375 - Y_RNA","regulatory_region_variant",1,"NR","CFTR mutation carrier status","regulatory_region_variant","Other measurement","A. Nesterova, Monogenic rare diseases in biomedical databases and text mining","SEE DISEASE/TRAIT"
"117","rs12042180","CFTR mutation F508del heterozygosity in cystic fibrosis (PC-adjusted model)","NDUFA4P1 - VAV3","intergenic_variant",1,"NR","CFTR mutation carrier status","intergenic_variant","Other measurement","A. Nesterova, Monogenic rare diseases in biomedical databases and text mining","SEE DISEASE/TRAIT"
"118","rs56176926","CFTR mutation F508del heterozygosity in cystic fibrosis (PC-adjusted model)","TMEM229A - SSU72P8","intron_variant",1,"NR","CFTR mutation carrier status","intron_variant","Other measurement","A. Nesterova, Monogenic rare diseases in biomedical databases and text mining","SEE DISEASE/TRAIT"
"119","rs7786196","CFTR mutation F508del heterozygosity in cystic fibrosis (PC-adjusted model)","CFTR","intron_variant",0,"NR","CFTR mutation carrier status","intron_variant","Other measurement","A. Nesterova, Monogenic rare diseases in biomedical databases and text mining","SEE DISEASE/TRAIT"
"120","rs9987416","CFTR mutation F508del heterozygosity in cystic fibrosis (PC-adjusted model)","PCSK5","intron_variant",0,"NR","CFTR mutation carrier status","intron_variant","Other measurement","A. Nesterova, Monogenic rare diseases in biomedical databases and text mining","SEE DISEASE/TRAIT"
"121","rs10946177","Café-au-lait macule number in neurofibromatosis type1","RPS6KA2","intron_variant",0,"","Cafe-au-lait spot","intron_variant","Other trait","A. Nesterova, Monogenic rare diseases in biomedical databases and text mining","SEE DISEASE/TRAIT"
"122","rs1951646","Café-au-lait macule number in neurofibromatosis type1","TTC6","intron_variant",0,"","Cafe-au-lait spot","intron_variant","Other trait","A. Nesterova, Monogenic rare diseases in biomedical databases and text mining","SEE DISEASE/TRAIT"
"123","rs887829","Cholelithiasis-related traits in sickle cell anemia","UGT1A9, UGT1A7, UGT1A8, UGT1A3, UGT1A10, UGT1A4, UGT1A5, UGT1A6","intron_variant",0,"0.45","cholelithiasis, bilirubin measurement","intron_variant","Other measurement","A. Nesterova, Monogenic rare diseases in biomedical databases and text mining","SEE DISEASE/TRAIT"
"124","rs887829","Cholelithiasis-related traits in sickle cell anemia","UGT1A9, UGT1A7, UGT1A8, UGT1A3, UGT1A10, UGT1A4, UGT1A5, UGT1A6","intron_variant",0,"0.45","cholelithiasis, bilirubin measurement","intron_variant","Digestive system disorder","A. Nesterova, Monogenic rare diseases in biomedical databases and text mining","SEE DISEASE/TRAIT"
"125","rs73045269","Cryptic phenotype that captures Alport syndrome severity","CCDC97, TGFB1","intron_variant",0,"NR","cryptic phenotype measurement","intron_variant","Other measurement","A. Nesterova, Monogenic rare diseases in biomedical databases and text mining","SEE DISEASE/TRAIT"
"126","rs7767099","Cryptic phenotype that captures Alport syndrome severity","NOP56P1 - LINC01623","intergenic_variant",1,"NR","cryptic phenotype measurement","intergenic_variant","Other measurement","A. Nesterova, Monogenic rare diseases in biomedical databases and text mining","SEE DISEASE/TRAIT"
"127","rs7767099","Cryptic phenotype that captures Alport syndrome severity","NOP56P1 - LINC01623","intergenic_variant",1,"NR","cryptic phenotype measurement","intergenic_variant","Other measurement","A. Nesterova, Monogenic rare diseases in biomedical databases and text mining","SEE DISEASE/TRAIT"
"128","rs9521732","Cryptic phenotype that captures Alport syndrome severity","COL4A2","intron_variant",0,"NR","cryptic phenotype measurement","intron_variant","Other measurement","A. Nesterova, Monogenic rare diseases in biomedical databases and text mining","SEE DISEASE/TRAIT"
"129","rs1874361","Cystic Fibrosis-Related Diabetes in Cystic Fibrosis (adjusted for Meconium Ileus)","SLC26A9","intron_variant",0,"NR","cystic fibrosis-related diabetes","intron_variant","Digestive system disorder","A. Nesterova, Monogenic rare diseases in biomedical databases and text mining","SEE DISEASE/TRAIT"
"130","rs2036100","Cystic Fibrosis-Related Diabetes in Cystic Fibrosis (adjusted for Meconium Ileus)","SLC26A9","intron_variant",0,"NR","cystic fibrosis-related diabetes","intron_variant","Digestive system disorder","A. Nesterova, Monogenic rare diseases in biomedical databases and text mining","SEE DISEASE/TRAIT"
"131","rs2869963","Cystic Fibrosis-Related Diabetes in Cystic Fibrosis (adjusted for Meconium Ileus)","CEBPB - PELATON","intergenic_variant",1,"NR","cystic fibrosis-related diabetes","intergenic_variant","Digestive system disorder","A. Nesterova, Monogenic rare diseases in biomedical databases and text mining","SEE DISEASE/TRAIT"
"132","rs6095829","Cystic Fibrosis-Related Diabetes in Cystic Fibrosis (adjusted for Meconium Ileus)","CEBPB - PELATON","intergenic_variant",1,"NR","cystic fibrosis-related diabetes","intergenic_variant","Digestive system disorder","A. Nesterova, Monogenic rare diseases in biomedical databases and text mining","SEE DISEASE/TRAIT"
"133","rs2094716","Cystic Fibrosis-Related Diabetes in Cystic Fibrosis (adjusted for Meconium Ileus)","CEBPB - PELATON","intergenic_variant",1,"NR","cystic fibrosis-related diabetes","intergenic_variant","Digestive system disorder","A. Nesterova, Monogenic rare diseases in biomedical databases and text mining","SEE DISEASE/TRAIT"
"134","rs11699802","Cystic Fibrosis-Related Diabetes in Cystic Fibrosis (adjusted for Meconium Ileus)","CEBPB - PELATON","intergenic_variant",1,"NR","cystic fibrosis-related diabetes","intergenic_variant","Digestive system disorder","A. Nesterova, Monogenic rare diseases in biomedical databases and text mining","SEE DISEASE/TRAIT"
"135","rs4077468","Cystic Fibrosis-Related Diabetes in Cystic Fibrosis (adjusted for Meconium Ileus)","SLC26A9 - RAB7B","upstream_gene_variant",1,"NR","cystic fibrosis-related diabetes","intergenic_variant","Digestive system disorder","A. Nesterova, Monogenic rare diseases in biomedical databases and text mining","SEE DISEASE/TRAIT"
"136","rs9268905","Cystic fibrosis severity","HLA-DRB9, HLA-DRB9, HLA-DRB9, HLA-DRB9, HLA-DRB9, HLA-DRB9","intron_variant",0,"0.32","obsolete_cystic fibrosis","intron_variant","NR","A. Nesterova, Monogenic rare diseases in biomedical databases and text mining","SEE DISEASE/TRAIT"
"137","rs9268905","Cystic fibrosis severity","HLA-DRB9, HLA-DRB9, HLA-DRB9, HLA-DRB9, HLA-DRB9, HLA-DRB9","intron_variant",0,"0.32","obsolete_cystic fibrosis","intron_variant","NR","A. Nesterova, Monogenic rare diseases in biomedical databases and text mining","SEE DISEASE/TRAIT"
"138","rs11645366","Cystic fibrosis severity","","intergenic_variant",1,"0.77","obsolete_cystic fibrosis","intergenic_variant","NR","A. Nesterova, Monogenic rare diseases in biomedical databases and text mining","SEE DISEASE/TRAIT"
"139","rs12188164","Cystic fibrosis severity","AHRR, PDCD6-AHRR","intron_variant",0,"0.38","obsolete_cystic fibrosis","intron_variant","NR","A. Nesterova, Monogenic rare diseases in biomedical databases and text mining","SEE DISEASE/TRAIT"
"140","rs12793173","Cystic fibrosis severity","NA - APIP","intergenic_variant",1,"0.24","obsolete_cystic fibrosis","intergenic_variant","NR","A. Nesterova, Monogenic rare diseases in biomedical databases and text mining","SEE DISEASE/TRAIT"
"141","rs12883884","Cystic fibrosis severity","SLC8A3","intron_variant",0,"0.61","obsolete_cystic fibrosis","intron_variant","NR","A. Nesterova, Monogenic rare diseases in biomedical databases and text mining","SEE DISEASE/TRAIT"
"142","rs1403543","Cystic fibrosis severity","AGTR2","intron_variant",0,"0.51","obsolete_cystic fibrosis","intron_variant","NR","A. Nesterova, Monogenic rare diseases in biomedical databases and text mining","SEE DISEASE/TRAIT"
"143","rs4077468","Cystic fibrosis-related diabetes","SLC26A9 - RAB7B","upstream_gene_variant",1,"0.58","obsolete_cystic fibrosis, type 2 diabetes mellitus","intergenic_variant","Digestive system disorder","A. Nesterova, Monogenic rare diseases in biomedical databases and text mining","SEE DISEASE/TRAIT"
