"Variant and risk allele",P-value,"P-value annotation",RAF,OR,Beta,CI,"Mapped gene","Reported trait",Trait(s),"Background trait(s)","Study accession",Location
rs11604680-<b>G</b>,"2 x 10-10",,0.32,'-,"0.0174 unit decrease",[0.012-0.023],"PSMC3, RAPSN","Alcohol consumption (drinks per week)","alcohol consumption measurement",'-,GCST008811,11:47435988
rs11648570-<b>C</b>,"2 x 10-8",,0.107,'-,"0.023 unit increase",[0.015-0.031],LINC01572,"Alcohol consumption (drinks per week)","alcohol consumption measurement",'-,GCST008811,16:72323065
rs11943397-<b>C</b>,"1 x 10-8",,0.629,'-,"0.0149 unit increase",[0.0098-0.02],INPP4B,"Alcohol consumption (drinks per week)","alcohol consumption measurement",'-,GCST008811,4:142696151
rs1229984-<b>C</b>,"2 x 10-173",,0.98,'-,"0.246 unit increase",[0.23-0.26],ADH1B,"Alcohol consumption (drinks per week)","alcohol consumption measurement",'-,GCST008811,4:99318162
rs1260326-<b>C</b>,"5 x 10-40",,0.608,'-,"0.0321 unit increase",[0.027-0.037],GCKR,"Alcohol consumption (drinks per week)","alcohol consumption measurement",'-,GCST008811,2:27508073
rs13107325-<b>T</b>,"5 x 10-17",,0.0721,'-,"0.0383 unit decrease",[0.029-0.047],SLC39A8,"Alcohol consumption (drinks per week)","alcohol consumption measurement",'-,GCST008811,4:102267552
rs143118954-<b>A</b>,"2 x 10-9",,0.00233,'-,"0.157 unit decrease",[0.11-0.21],"STPG2, COX7A2P2","Alcohol consumption (drinks per week)","alcohol consumption measurement",'-,GCST008811,4:96932729
rs143475242-<b>T</b>,"2 x 10-12",,0.00341,'-,"0.153 unit decrease",[0.11-0.2],"STPG2, STPG2-AS1","Alcohol consumption (drinks per week)","alcohol consumption measurement",'-,GCST008811,4:97452667
rs144198753-<b>T</b>,"4 x 10-68",,0.00935,'-,"0.23 unit decrease",[0.2-0.26],"BTF3P13, EIF4E","Alcohol consumption (drinks per week)","alcohol consumption measurement",'-,GCST008811,4:98792199
rs150021439-<b>T</b>,"1 x 10-22",,0.0044,'-,"0.188 unit decrease",[0.15-0.23],H2AZ1-DT,"Alcohol consumption (drinks per week)","alcohol consumption measurement",'-,GCST008811,4:99998097
rs16854020-<b>A</b>,"1 x 10-9",,0.13,'-,"0.023 unit increase",[0.016-0.03],BEND4,"Alcohol consumption (drinks per week)","alcohol consumption measurement",'-,GCST008811,4:42115542
rs17177078-<b>T</b>,"4 x 10-9",,0.0554,'-,"0.0327 unit decrease",[0.022-0.044],TNRC6A,"Alcohol consumption (drinks per week)","alcohol consumption measurement",'-,GCST008811,16:24799360
rs1727284-<b>G</b>,"1 x 10-12",,0.00147,'-,"0.235 unit decrease",[0.17-0.3],STPG2,"Alcohol consumption (drinks per week)","alcohol consumption measurement",'-,GCST008811,4:98058431
rs17884691-<b>A</b>,"1 x 10-8",,0.248,'-,"0.0168 unit decrease",[0.011-0.023],MIRLET7BHG,"Alcohol consumption (drinks per week)","alcohol consumption measurement",'-,GCST008811,22:46085743
rs1800566-<b>A</b>,"2 x 10-8",,0.183,'-,"0.0172 unit increase",[0.011-0.023],NQO1,"Alcohol consumption (drinks per week)","alcohol consumption measurement",'-,GCST008811,16:69711242
rs838145-<b>A</b>,"9 x 10-12",,0.541,'-,"0.0174 unit decrease",[0.012-0.022],IZUMO1,"Alcohol consumption (drinks per week)","alcohol consumption measurement",'-,GCST008811,19:48745473
rs9349379-<b>G</b>,"3 x 10-8",,0.406,'-,"0.0134 unit increase",[0.0087-0.0181],PHACTR1,"Alcohol consumption (drinks per week)","alcohol consumption measurement",'-,GCST008811,6:12903725
rs1468452-<b>C</b>,"9 x 10-6",(AA),NR,'-,"0.129278 unit decrease",[0.072-0.186],GLI3,"Maximum habitual alcohol consumption","alcohol consumption measurement",'-,GCST008675,7:42214902
rs78957667-<b>G</b>,"5 x 10-7",(AA),NR,'-,"0.305659 unit decrease",[0.19-0.42],CSMD1,"Maximum habitual alcohol consumption","alcohol consumption measurement",'-,GCST008675,8:3979073
rs11137393-<b>A</b>,"6 x 10-6",(AA),NR,'-,"0.187703 unit decrease",[0.11-0.27],TUBBP5,"Maximum habitual alcohol consumption","alcohol consumption measurement",'-,GCST008675,9:138154845
rs12230739-<b>G</b>,"1 x 10-6",(AA),NR,'-,"0.334187 unit increase",[0.2-0.47],"LINC02156, ADI1P3","Maximum habitual alcohol consumption","alcohol consumption measurement",'-,GCST008675,12:47458874
rs1791618-<b>T</b>,"9 x 10-6",(AA),NR,'-,"0.105573 unit decrease",[0.059-0.152],KRT84,"Maximum habitual alcohol consumption","alcohol consumption measurement",'-,GCST008675,12:52378740
rs434483-<b>T</b>,"6 x 10-6",(AA),NR,'-,"0.338996 unit decrease",[0.19-0.49],"RNU4-65P, KCNMB4","Maximum habitual alcohol consumption","alcohol consumption measurement",'-,GCST008675,12:70436641
rs2584020-<b>C</b>,"7 x 10-7",(AA),NR,'-,"0.118069 unit decrease",[0.071-0.165],PTPRB,"Maximum habitual alcohol consumption","alcohol consumption measurement",'-,GCST008675,12:70636434
rs1336702-<b>C</b>,"1 x 10-6",(AA),NR,'-,"0.169759 unit increase",[0.1-0.24],FGF14,"Maximum habitual alcohol consumption","alcohol consumption measurement",'-,GCST008675,13:102210081
rs77052388-<b>T</b>,"5 x 10-6",(AA),NR,'-,"0.168044 unit increase",[0.096-0.24],BRMS1L,"Maximum habitual alcohol consumption","alcohol consumption measurement",'-,GCST008675,14:35889032
rs188224937-<b>C</b>,"9 x 10-6",(AA),NR,'-,"0.388101 unit decrease",[0.22-0.56],ZNF90,"Maximum habitual alcohol consumption","alcohol consumption measurement",'-,GCST008675,19:20079600
rs1058882-<b>T</b>,"7 x 10-6",(AA),NR,'-,"0.191689 unit decrease",[0.11-0.28],SNRNP70,"Maximum habitual alcohol consumption","alcohol consumption measurement",'-,GCST008675,19:49108062
rs114086924-<b>G</b>,"1 x 10-6",(AA),NR,'-,"0.377809 unit decrease",[0.23-0.53],"CLIC6, RCAN1","Maximum habitual alcohol consumption","alcohol consumption measurement",'-,GCST008675,21:34667619
rs1229984-<b>?</b>,"1 x 10-49",,NR,'-,"14.821 z score decrease",NR,ADH1B,"Maximum habitual alcohol consumption","alcohol consumption measurement",'-,GCST008675,4:99318162
rs2291317-<b>?</b>,"2 x 10-8",,NR,'-,"5.575 z score decrease",NR,XPO7,"Maximum habitual alcohol consumption","alcohol consumption measurement",'-,GCST008675,8:21969651
rs1577857-<b>?</b>,"4 x 10-8",,NR,'-,"5.484 z score increase",NR,LINC02661,"Maximum habitual alcohol consumption","alcohol consumption measurement",'-,GCST008675,10:108812501
rs7931459-<b>?</b>,"5 x 10-8",,NR,'-,"5.465 z score decrease",NR,"LINC02758, METTL15","Maximum habitual alcohol consumption","alcohol consumption measurement",'-,GCST008675,11:28626638
rs1360983-<b>?</b>,"1 x 10-8",,NR,'-,"5.733 z score increase",NR,FGF14,"Maximum habitual alcohol consumption","alcohol consumption measurement",'-,GCST008675,13:102215758
rs61667602-<b>?</b>,"1 x 10-13",,NR,'-,"7.439 z score increase",NR,LINC02210-CRHR1,"Maximum habitual alcohol consumption","alcohol consumption measurement",'-,GCST008675,17:45707983
rs1229984-<b>C</b>,"5 x 10-47",(EA),NR,'-,"0.3553 unit decrease",NR,ADH1B,"Maximum habitual alcohol consumption","alcohol consumption measurement",'-,GCST008675,4:99318162
rs7821592-<b>?</b>,"4 x 10-8",(EA),NR,'-,"0.04764 unit increase",NR,XPO7,"Maximum habitual alcohol consumption","alcohol consumption measurement",'-,GCST008675,8:21954019
rs1577857-<b>?</b>,"4 x 10-8",(EA),NR,'-,"0.05391 unit increase",NR,LINC02661,"Maximum habitual alcohol consumption","alcohol consumption measurement",'-,GCST008675,10:108812501
rs77804065-<b>T</b>,"2 x 10-12",(EA),NR,'-,"0.0711 unit decrease",NR,LINC02210-CRHR1,"Maximum habitual alcohol consumption","alcohol consumption measurement",'-,GCST008675,17:45733530
rs2066702-<b>A</b>,"2 x 10-12",(AA),NR,'-,"0.1996 unit decrease",[0.14-0.26],ADH1B,"Maximum habitual alcohol consumption","alcohol consumption measurement",'-,GCST008675,4:99307860
rs2821239-<b>A</b>,"8 x 10-7",(AA),NR,'-,"0.11811 unit increase",[0.071-0.165],NEGR1,"Maximum habitual alcohol consumption","alcohol consumption measurement",'-,GCST008675,1:72124510
rs1047980-<b>G</b>,"9 x 10-6",(AA),NR,'-,"0.101615 unit decrease",[0.057-0.146],LAMC2,"Maximum habitual alcohol consumption","alcohol consumption measurement",'-,GCST008675,1:183223169
rs6704155-<b>G</b>,"5 x 10-7",(AA),NR,'-,"0.160377 unit increase",[0.098-0.223],"SLC30A10, ZC3H11B","Maximum habitual alcohol consumption","alcohol consumption measurement",'-,GCST008675,1:219625903
rs11126811-<b>T</b>,"4 x 10-6",(AA),NR,'-,"0.242138 unit increase",[0.14-0.35],"CHMP4AP1, LINC01815","Maximum habitual alcohol consumption","alcohol consumption measurement",'-,GCST008675,2:81439274
rs1836216-<b>T</b>,"5 x 10-6",(AA),NR,'-,"0.127612 unit decrease",[0.073-0.182],NCKAP5,"Maximum habitual alcohol consumption","alcohol consumption measurement",'-,GCST008675,2:133208605
rs13059189-<b>A</b>,"1 x 10-6",(AA),NR,'-,"0.146423 unit increase",[0.087-0.206],TKT,"Maximum habitual alcohol consumption","alcohol consumption measurement",'-,GCST008675,3:53254459
rs35536048-<b>G</b>,"1 x 10-6",(AA),NR,'-,"0.166266 unit increase",[0.099-0.234],CACNA1D,"Maximum habitual alcohol consumption","alcohol consumption measurement",'-,GCST008675,3:53354923
rs28712290-<b>C</b>,"6 x 10-7",(AA),NR,'-,"0.158073 unit decrease",[0.096-0.22],ADH7,"Maximum habitual alcohol consumption","alcohol consumption measurement",'-,GCST008675,4:99414735
rs77010227-<b>C</b>,"7 x 10-6",(AA),NR,'-,"0.239639 unit decrease",[0.14-0.34],MTTP,"Maximum habitual alcohol consumption","alcohol consumption measurement",'-,GCST008675,4:99583284
rs57537217-<b>T</b>,"8 x 10-6",(AA),NR,'-,"0.187021 unit increase",[0.1-0.27],COL25A1,"Maximum habitual alcohol consumption","alcohol consumption measurement",'-,GCST008675,4:108819029
rs78059257-<b>A</b>,"4 x 10-6",(AA),NR,'-,"0.191557 unit decrease",[0.11-0.27],RANBP17,"Maximum habitual alcohol consumption","alcohol consumption measurement",'-,GCST008675,5:171094748
rs78030332-<b>C</b>,"8 x 10-6",(AA),NR,'-,"0.206225 unit increase",[0.12-0.3],ANKS1A,"Maximum habitual alcohol consumption","alcohol consumption measurement",'-,GCST008675,6:34990272
rs139712926-<b>T</b>,"1 x 10-6",(AA),NR,'-,"0.181911 unit decrease",[0.11-0.26],ZDHHC14,"Maximum habitual alcohol consumption","alcohol consumption measurement",'-,GCST008675,6:157618795
rs79159052-<b>A</b>,"9 x 10-6",(AA),NR,'-,"0.282349 unit decrease",[0.16-0.41],IQCE,"Maximum habitual alcohol consumption","alcohol consumption measurement",'-,GCST008675,7:2583290
rs1260326-<b>T</b>,"1 x 10-52",,0.3929,'-,"0.034923363 unit decrease",[0.03-0.039],GCKR,"Alcohol consumption (drinks per week)","alcohol consumption measurement",'-,GCST007328,2:27508073
rs11940694-<b>A</b>,"3 x 10-41",,0.3928,'-,"0.030738968 unit decrease",[0.026-0.035],KLB,"Alcohol consumption (drinks per week)","alcohol consumption measurement",'-,GCST007328,4:39413373
rs1229984-<b>T</b>,"8 x 10-202",,0.0228,'-,"0.2266165 unit decrease",[0.21-0.24],ADH1B,"Alcohol consumption (drinks per week)","alcohol consumption measurement",'-,GCST007328,4:99318162
rs62055546-<b>A</b>,"8 x 10-25",,0.7779,'-,"0.027622232 unit increase",[0.022-0.033],MAPT-AS1,"Alcohol consumption (drinks per week)","alcohol consumption measurement",'-,GCST007328,17:45887201
rs13107325-<b>T</b>,"1 x 10-24",,0.0744,'-,"0.04357754 unit decrease",[0.035-0.052],SLC39A8,"Alcohol consumption (drinks per week)","alcohol consumption measurement",'-,GCST007328,4:102267552
rs71612659-<b>A</b>,"9 x 10-24",,0.0577,'-,"0.04810517 unit decrease",[0.039-0.057],BTF3P13,"Alcohol consumption (drinks per week)","alcohol consumption measurement",'-,GCST007328,4:98769896
rs188514326-<b>C</b>,"3 x 10-23",,0.0037,'-,"0.18278082 unit decrease",[0.15-0.22],H2AZ1-DT,"Alcohol consumption (drinks per week)","alcohol consumption measurement",'-,GCST007328,4:100261610
rs113659074-<b>T</b>,"1 x 10-22",,0.0606,'-,"0.04589464 unit decrease",[0.037-0.055],ADH1B,"Alcohol consumption (drinks per week)","alcohol consumption measurement",'-,GCST007328,4:99331151
rs1789892-<b>A</b>,"5 x 10-22",,0.4198,'-,"0.021832775 unit increase",[0.017-0.026],'-,"Alcohol consumption (drinks per week)","alcohol consumption measurement",'-,GCST007328,"Mapping not available"
rs62305782-<b>T</b>,"1 x 10-20",,0.1165,'-,"0.032479502 unit increase",[0.026-0.039],"ADH7, ADH1B","Alcohol consumption (drinks per week)","alcohol consumption measurement",'-,GCST007328,4:99371952
rs528301-<b>A</b>,"1 x 10-19",,0.5525,'-,"0.020386197 unit increase",[0.016-0.025],LINC01833,"Alcohol consumption (drinks per week)","alcohol consumption measurement",'-,GCST007328,2:44927769
rs846008-<b>A</b>,"2 x 10-18",,0.9975,'-,"0.19523498 unit increase",[0.15-0.24],TSPAN5,"Alcohol consumption (drinks per week)","alcohol consumption measurement",'-,GCST007328,4:98578691
rs143092959-<b>A</b>,"9 x 10-18",,0.9957,'-,"0.14633937 unit increase",[0.11-0.18],TSPAN5,"Alcohol consumption (drinks per week)","alcohol consumption measurement",'-,GCST007328,4:98543945
rs11604680-<b>A</b>,"7 x 10-17",,0.6793,'-,"0.019941581 unit increase",[0.015-0.025],"PSMC3, RAPSN","Alcohol consumption (drinks per week)","alcohol consumption measurement",'-,GCST007328,11:47435988
rs192822960-<b>A</b>,"2 x 10-16",,0.0015,'-,"0.2379943 unit decrease",[0.18-0.29],"NDUFS5P4, METAP1","Alcohol consumption (drinks per week)","alcohol consumption measurement",'-,GCST007328,4:98990355
rs113443718-<b>A</b>,"3 x 10-15",,0.3095,'-,"0.01906697 unit decrease",[0.014-0.024],SEZ6L2,"Alcohol consumption (drinks per week)","alcohol consumption measurement",'-,GCST007328,16:29880863
rs62466318-<b>T</b>,"7 x 10-10",,0.204,'-,"0.01704703 unit increase",[0.012-0.022],"VPS37D, MLXIPL","Alcohol consumption (drinks per week)","alcohol consumption measurement",'-,GCST007328,7:73627755
rs17884691-<b>A</b>,"9 x 10-10",,0.2475,'-,"0.015824584 unit decrease",[0.011-0.021],MIRLET7BHG,"Alcohol consumption (drinks per week)","alcohol consumption measurement",'-,GCST007328,22:46085743
rs35807116-<b>T</b>,"1 x 10-9",,0.6061,'-,"0.01388089 unit increase",[0.0094-0.0184],"CYP11A1, LINC02255","Alcohol consumption (drinks per week)","alcohol consumption measurement",'-,GCST007328,15:74375612
rs142488468-<b>C</b>,"2 x 10-9",,0.1816,'-,"0.017358616 unit decrease",[0.012-0.023],RN7SKP278,"Alcohol consumption (drinks per week)","alcohol consumption measurement",'-,GCST007328,10:108996101
rs1230148-<b>T</b>,"2 x 10-9",,0.3642,'-,"0.013839498 unit decrease",[0.0093-0.0184],FAM177A1P1,"Alcohol consumption (drinks per week)","alcohol consumption measurement",'-,GCST007328,4:98956251
rs75543135-<b>A</b>,"3 x 10-9",,0.1152,'-,"0.020827942 unit increase",[0.014-0.028],POU2F2,"Alcohol consumption (drinks per week)","alcohol consumption measurement",'-,GCST007328,19:42098921
rs13413953-<b>T</b>,"3 x 10-9",,0.6401,'-,"0.013782091 unit increase",[0.0092-0.0183],ARHGAP15,"Alcohol consumption (drinks per week)","alcohol consumption measurement",'-,GCST007328,2:143479467
rs756747-<b>T</b>,"4 x 10-9",,0.4803,'-,"0.013182213 unit decrease",[0.0088-0.0176],"ORC5, RELN","Alcohol consumption (drinks per week)","alcohol consumption measurement",'-,GCST007328,7:104056092
rs151010045-<b>T</b>,"4 x 10-9",,0.9668,'-,"0.0366548 unit decrease",[0.024-0.049],KLB,"Alcohol consumption (drinks per week)","alcohol consumption measurement",'-,GCST007328,4:39424775
rs77294902-<b>A</b>,"5 x 10-9",,0.2209,'-,"0.015762493 unit decrease",[0.01-0.021],"Y_RNA, TNFSF12","Alcohol consumption (drinks per week)","alcohol consumption measurement",'-,GCST007328,17:7548761
rs9349379-<b>A</b>,"5 x 10-9",,0.5942,'-,"0.013316712 unit decrease",[0.0089-0.0178],PHACTR1,"Alcohol consumption (drinks per week)","alcohol consumption measurement",'-,GCST007328,6:12903725
rs1788030-<b>T</b>,"5 x 10-9",,0.4581,'-,"0.013104249 unit decrease",[0.0087-0.0175],TCF4,"Alcohol consumption (drinks per week)","alcohol consumption measurement",'-,GCST007328,18:55377967
rs4815364-<b>A</b>,"5 x 10-9",,0.6062,'-,"0.013353928 unit increase",[0.0089-0.0178],ACSS1,"Alcohol consumption (drinks per week)","alcohol consumption measurement",'-,GCST007328,20:25055075
rs9607812-<b>A</b>,"5 x 10-9",,0.1878,'-,"0.016680405 unit decrease",[0.011-0.022],"CSDC2, POLR3H","Alcohol consumption (drinks per week)","alcohol consumption measurement",'-,GCST007328,22:41545239
rs7630012-<b>A</b>,"7 x 10-9",,0.5665,'-,"0.013055859 unit increase",[0.0086-0.0175],EXOG,"Alcohol consumption (drinks per week)","alcohol consumption measurement",'-,GCST007328,3:38510759
rs12673949-<b>A</b>,"8 x 10-9",,0.7238,'-,"0.014402959 unit increase",[0.0095-0.0193],HIBADH,"Alcohol consumption (drinks per week)","alcohol consumption measurement",'-,GCST007328,7:27561015
rs7620901-<b>T</b>,"8 x 10-9",,0.4167,'-,"0.013057636 unit decrease",[0.0086-0.0175],OTOL1,"Alcohol consumption (drinks per week)","alcohol consumption measurement",'-,GCST007328,3:161589528
rs2274793-<b>T</b>,"8 x 10-9",,0.327,'-,"0.013708469 unit decrease",[0.009-0.0184],OTX2-AS1,"Alcohol consumption (drinks per week)","alcohol consumption measurement",'-,GCST007328,14:56817250
rs11773627-<b>T</b>,"9 x 10-9",,0.807,'-,"0.016232817 unit decrease",[0.011-0.022],MAD1L1,"Alcohol consumption (drinks per week)","alcohol consumption measurement",'-,GCST007328,7:1963098
rs35572189-<b>A</b>,"1 x 10-8",,0.3629,'-,"0.013307061 unit increase",[0.0088-0.0179],BAHCC1,"Alcohol consumption (drinks per week)","alcohol consumption measurement",'-,GCST007328,17:81451999
rs2520099-<b>T</b>,"1 x 10-8",,0.7306,'-,"0.01438478 unit decrease",[0.0095-0.0193],BRD3,"Alcohol consumption (drinks per week)","alcohol consumption measurement",'-,GCST007328,9:134053017
rs114112910-<b>A</b>,"1 x 10-8",,0.9829,'-,"0.04920817 unit decrease",[0.032-0.066],"ADH7, ADH1B","Alcohol consumption (drinks per week)","alcohol consumption measurement",'-,GCST007328,4:99392193
rs10819272-<b>T</b>,"1 x 10-8",,0.5742,'-,"0.012831995 unit increase",[0.0084-0.0173],RALGPS1,"Alcohol consumption (drinks per week)","alcohol consumption measurement",'-,GCST007328,9:127192055
rs142338804-<b>A</b>,"1 x 10-8",,0.0229,'-,"0.04241714 unit decrease",[0.028-0.057],SENP7,"Alcohol consumption (drinks per week)","alcohol consumption measurement",'-,GCST007328,3:101487319
rs10891547-<b>A</b>,"2 x 10-8",,0.5082,'-,"0.012622424 unit decrease",[0.0082-0.017],ANKK1,"Alcohol consumption (drinks per week)","alcohol consumption measurement",'-,GCST007328,11:113396496
rs9822731-<b>T</b>,"4 x 10-15",,0.7753,'-,"0.021035347 unit decrease",[0.016-0.026],CADM2,"Alcohol consumption (drinks per week)","alcohol consumption measurement",'-,GCST007328,3:85356351
rs4699680-<b>A</b>,"4 x 10-15",,0.9603,'-,"0.044903457 unit increase",[0.034-0.056],"EIF4E, BTF3P13","Alcohol consumption (drinks per week)","alcohol consumption measurement",'-,GCST007328,4:98837981
rs17601612-<b>C</b>,"2 x 10-13",,0.3828,'-,"0.016807118 unit decrease",[0.012-0.021],DRD2,"Alcohol consumption (drinks per week)","alcohol consumption measurement",'-,GCST007328,11:113447023
rs283412-<b>A</b>,"7 x 10-13",,0.0231,'-,"0.053402204 unit decrease",[0.039-0.068],"ADH1C, ADH1B","Alcohol consumption (drinks per week)","alcohol consumption measurement",'-,GCST007328,4:99346515
rs485425-<b>C</b>,"5 x 10-12",,0.4532,'-,"0.015480648 unit decrease",[0.011-0.02],SORL1,"Alcohol consumption (drinks per week)","alcohol consumption measurement",'-,GCST007328,11:121674276
rs62307576-<b>A</b>,"8 x 10-12",,0.0023,'-,"0.15947579 unit decrease",[0.11-0.21],H2AZ1-DT,"Alcohol consumption (drinks per week)","alcohol consumption measurement",'-,GCST007328,4:100163834
