"Variant and risk allele",P-value,"P-value annotation",RAF,OR,Beta,CI,"Mapped gene","Reported trait",Trait(s),"Background trait(s)","Study accession",Location
rs6781808-<b>?</b>,"8 x 10-9","(subset analysis)",NR,'-,'-,'-,NPM1P17,"Chronic inflammatory diseases (ankylosing spondylitis, Crohn's disease, psoriasis, primary sclerosing cholangitis, ulcerative colitis) (pleiotropy)","ankylosing spondylitis, psoriasis, ulcerative colitis, Crohn's disease, sclerosing cholangitis",'-,GCST005537,3:137722530
rs11098964-<b>?</b>,"2 x 10-8","(subset analysis)",NR,'-,'-,'-,ANTXR2,"Chronic inflammatory diseases (ankylosing spondylitis, Crohn's disease, psoriasis, primary sclerosing cholangitis, ulcerative colitis) (pleiotropy)","ankylosing spondylitis, psoriasis, ulcerative colitis, Crohn's disease, sclerosing cholangitis",'-,GCST005537,4:79966815
rs13107612-<b>?</b>,"3 x 10-10","(subset analysis)",NR,'-,'-,'-,BANK1,"Chronic inflammatory diseases (ankylosing spondylitis, Crohn's disease, psoriasis, primary sclerosing cholangitis, ulcerative colitis) (pleiotropy)","ankylosing spondylitis, psoriasis, ulcerative colitis, Crohn's disease, sclerosing cholangitis",'-,GCST005537,4:101818823
rs3774937-<b>?</b>,"2 x 10-18","(subset analysis)",NR,'-,'-,'-,NFKB1,"Chronic inflammatory diseases (ankylosing spondylitis, Crohn's disease, psoriasis, primary sclerosing cholangitis, ulcerative colitis) (pleiotropy)","ankylosing spondylitis, psoriasis, ulcerative colitis, Crohn's disease, sclerosing cholangitis",'-,GCST005537,4:102513096
rs59867199-<b>?</b>,"7 x 10-20","(subset analysis)",NR,'-,'-,'-,"IL21, IL2","Chronic inflammatory diseases (ankylosing spondylitis, Crohn's disease, psoriasis, primary sclerosing cholangitis, ulcerative colitis) (pleiotropy)","ankylosing spondylitis, psoriasis, ulcerative colitis, Crohn's disease, sclerosing cholangitis",'-,GCST005537,4:122531076
rs13132308-<b>?</b>,"5 x 10-8","(subset analysis)",NR,'-,'-,'-,IL21-AS1,"Chronic inflammatory diseases (ankylosing spondylitis, Crohn's disease, psoriasis, primary sclerosing cholangitis, ulcerative colitis) (pleiotropy)","ankylosing spondylitis, psoriasis, ulcerative colitis, Crohn's disease, sclerosing cholangitis",'-,GCST005537,4:122629959
rs11750385-<b>?</b>,"4 x 10-8","(subset analysis)",NR,'-,'-,'-,LINC02213,"Chronic inflammatory diseases (ankylosing spondylitis, Crohn's disease, psoriasis, primary sclerosing cholangitis, ulcerative colitis) (pleiotropy)","ankylosing spondylitis, psoriasis, ulcerative colitis, Crohn's disease, sclerosing cholangitis",'-,GCST005537,5:10521556
rs3776414-<b>?</b>,"6 x 10-9","(subset analysis)",NR,'-,'-,'-,DAP,"Chronic inflammatory diseases (ankylosing spondylitis, Crohn's disease, psoriasis, primary sclerosing cholangitis, ulcerative colitis) (pleiotropy)","ankylosing spondylitis, psoriasis, ulcerative colitis, Crohn's disease, sclerosing cholangitis",'-,GCST005537,5:10689450
rs395157-<b>?</b>,"8 x 10-15","(subset analysis)",NR,'-,'-,'-,OSMR,"Chronic inflammatory diseases (ankylosing spondylitis, Crohn's disease, psoriasis, primary sclerosing cholangitis, ulcerative colitis) (pleiotropy)","ankylosing spondylitis, psoriasis, ulcerative colitis, Crohn's disease, sclerosing cholangitis",'-,GCST005537,5:38867630
rs1992661-<b>?</b>,"1 x 10-74","(subset analysis)",NR,'-,'-,'-,TTC33,"Chronic inflammatory diseases (ankylosing spondylitis, Crohn's disease, psoriasis, primary sclerosing cholangitis, ulcerative colitis) (pleiotropy)","ankylosing spondylitis, psoriasis, ulcerative colitis, Crohn's disease, sclerosing cholangitis",'-,GCST005537,5:40414887
rs16841904-<b>?</b>,"2 x 10-9","(subset analysis)",NR,'-,'-,'-,DENND1B,"Chronic inflammatory diseases (ankylosing spondylitis, Crohn's disease, psoriasis, primary sclerosing cholangitis, ulcerative colitis) (pleiotropy)","ankylosing spondylitis, psoriasis, ulcerative colitis, Crohn's disease, sclerosing cholangitis",'-,GCST005537,1:197732862
rs6697886-<b>?</b>,"2 x 10-10","(subset analysis)",NR,'-,'-,'-,"B3GALT6, C1QTNF12","Chronic inflammatory diseases (ankylosing spondylitis, Crohn's disease, psoriasis, primary sclerosing cholangitis, ulcerative colitis) (pleiotropy)","ankylosing spondylitis, psoriasis, ulcerative colitis, Crohn's disease, sclerosing cholangitis",'-,GCST005537,1:1238231
rs2234161-<b>?</b>,"2 x 10-11","(subset analysis)",NR,'-,'-,'-,TNFRSF14,"Chronic inflammatory diseases (ankylosing spondylitis, Crohn's disease, psoriasis, primary sclerosing cholangitis, ulcerative colitis) (pleiotropy)","ankylosing spondylitis, psoriasis, ulcerative colitis, Crohn's disease, sclerosing cholangitis",'-,GCST005537,1:2559766
rs3766606-<b>?</b>,"9 x 10-14","(subset analysis)",NR,'-,'-,'-,PARK7,"Chronic inflammatory diseases (ankylosing spondylitis, Crohn's disease, psoriasis, primary sclerosing cholangitis, ulcerative colitis) (pleiotropy)","ankylosing spondylitis, psoriasis, ulcerative colitis, Crohn's disease, sclerosing cholangitis",'-,GCST005537,1:7962137
rs6426833-<b>?</b>,"7 x 10-62","(subset analysis)",NR,'-,'-,'-,"RNF186, OTUD3","Chronic inflammatory diseases (ankylosing spondylitis, Crohn's disease, psoriasis, primary sclerosing cholangitis, ulcerative colitis) (pleiotropy)","ankylosing spondylitis, psoriasis, ulcerative colitis, Crohn's disease, sclerosing cholangitis",'-,GCST005537,1:19845367
rs3806308-<b>?</b>,"1 x 10-24","(subset analysis)",NR,'-,'-,'-,"OTUD3, RNF186","Chronic inflammatory diseases (ankylosing spondylitis, Crohn's disease, psoriasis, primary sclerosing cholangitis, ulcerative colitis) (pleiotropy)","ankylosing spondylitis, psoriasis, ulcerative colitis, Crohn's disease, sclerosing cholangitis",'-,GCST005537,1:19816373
rs4655215-<b>?</b>,"8 x 10-20","(subset analysis)",NR,'-,'-,'-,"TMCO4, RNF186","Chronic inflammatory diseases (ankylosing spondylitis, Crohn's disease, psoriasis, primary sclerosing cholangitis, ulcerative colitis) (pleiotropy)","ankylosing spondylitis, psoriasis, ulcerative colitis, Crohn's disease, sclerosing cholangitis",'-,GCST005537,1:19811221
rs6600247-<b>?</b>,"9 x 10-29","(subset analysis)",NR,'-,'-,'-,"MIR4425, RUNX3","Chronic inflammatory diseases (ankylosing spondylitis, Crohn's disease, psoriasis, primary sclerosing cholangitis, ulcerative colitis) (pleiotropy)","ankylosing spondylitis, psoriasis, ulcerative colitis, Crohn's disease, sclerosing cholangitis",'-,GCST005537,1:24978623
rs80174646-<b>?</b>,"1 x 10-143","(subset analysis)",NR,'-,'-,'-,IL23R,"Chronic inflammatory diseases (ankylosing spondylitis, Crohn's disease, psoriasis, primary sclerosing cholangitis, ulcerative colitis) (pleiotropy)","ankylosing spondylitis, psoriasis, ulcerative colitis, Crohn's disease, sclerosing cholangitis",'-,GCST005537,1:67242472
rs7517847-<b>?</b>,"1 x 10-98","(subset analysis)",NR,'-,'-,'-,"C1orf141, IL23R","Chronic inflammatory diseases (ankylosing spondylitis, Crohn's disease, psoriasis, primary sclerosing cholangitis, ulcerative colitis) (pleiotropy)","ankylosing spondylitis, psoriasis, ulcerative colitis, Crohn's disease, sclerosing cholangitis",'-,GCST005537,1:67215986
rs10889676-<b>?</b>,"2 x 10-24","(subset analysis)",NR,'-,'-,'-,IL23R,"Chronic inflammatory diseases (ankylosing spondylitis, Crohn's disease, psoriasis, primary sclerosing cholangitis, ulcerative colitis) (pleiotropy)","ankylosing spondylitis, psoriasis, ulcerative colitis, Crohn's disease, sclerosing cholangitis",'-,GCST005537,1:67256884
rs183686347-<b>?</b>,"6 x 10-14","(subset analysis)",NR,'-,'-,'-,IL23R,"Chronic inflammatory diseases (ankylosing spondylitis, Crohn's disease, psoriasis, primary sclerosing cholangitis, ulcerative colitis) (pleiotropy)","ankylosing spondylitis, psoriasis, ulcerative colitis, Crohn's disease, sclerosing cholangitis",'-,GCST005537,1:67237759
rs11749040-<b>?</b>,"7 x 10-28","(subset analysis)",NR,'-,'-,'-,'-,"Chronic inflammatory diseases (ankylosing spondylitis, Crohn's disease, psoriasis, primary sclerosing cholangitis, ulcerative colitis) (pleiotropy)","ankylosing spondylitis, psoriasis, ulcerative colitis, Crohn's disease, sclerosing cholangitis",'-,GCST005537,5:40396323
rs9687958-<b>?</b>,"3 x 10-16","(subset analysis)",NR,'-,'-,'-,TTC33,"Chronic inflammatory diseases (ankylosing spondylitis, Crohn's disease, psoriasis, primary sclerosing cholangitis, ulcerative colitis) (pleiotropy)","ankylosing spondylitis, psoriasis, ulcerative colitis, Crohn's disease, sclerosing cholangitis",'-,GCST005537,5:40496321
rs353339-<b>?</b>,"5 x 10-13","(subset analysis)",NR,'-,'-,'-,LINC00604,"Chronic inflammatory diseases (ankylosing spondylitis, Crohn's disease, psoriasis, primary sclerosing cholangitis, ulcerative colitis) (pleiotropy)","ankylosing spondylitis, psoriasis, ulcerative colitis, Crohn's disease, sclerosing cholangitis",'-,GCST005537,5:40201698
rs71624119-<b>?</b>,"2 x 10-8","(subset analysis)",NR,'-,'-,'-,ANKRD55,"Chronic inflammatory diseases (ankylosing spondylitis, Crohn's disease, psoriasis, primary sclerosing cholangitis, ulcerative colitis) (pleiotropy)","ankylosing spondylitis, psoriasis, ulcerative colitis, Crohn's disease, sclerosing cholangitis",'-,GCST005537,5:56144903
rs4703855-<b>?</b>,"3 x 10-8","(subset analysis)",NR,'-,'-,'-,"YBX1P5, PTCD2","Chronic inflammatory diseases (ankylosing spondylitis, Crohn's disease, psoriasis, primary sclerosing cholangitis, ulcerative colitis) (pleiotropy)","ankylosing spondylitis, psoriasis, ulcerative colitis, Crohn's disease, sclerosing cholangitis",'-,GCST005537,5:72398072
rs34804116-<b>?</b>,"3 x 10-10","(subset analysis)",NR,'-,'-,'-,"LINC02230, TMEM174","Chronic inflammatory diseases (ankylosing spondylitis, Crohn's disease, psoriasis, primary sclerosing cholangitis, ulcerative colitis) (pleiotropy)","ankylosing spondylitis, psoriasis, ulcerative colitis, Crohn's disease, sclerosing cholangitis",'-,GCST005537,5:73244023
rs469758-<b>?</b>,"6 x 10-54","(subset analysis)",NR,'-,'-,'-,ERAP1,"Chronic inflammatory diseases (ankylosing spondylitis, Crohn's disease, psoriasis, primary sclerosing cholangitis, ulcerative colitis) (pleiotropy)","ankylosing spondylitis, psoriasis, ulcerative colitis, Crohn's disease, sclerosing cholangitis",'-,GCST005537,5:96786011
rs2910686-<b>?</b>,"2 x 10-21","(subset analysis)",NR,'-,'-,'-,ERAP2,"Chronic inflammatory diseases (ankylosing spondylitis, Crohn's disease, psoriasis, primary sclerosing cholangitis, ulcerative colitis) (pleiotropy)","ankylosing spondylitis, psoriasis, ulcerative colitis, Crohn's disease, sclerosing cholangitis",'-,GCST005537,5:96916885
rs2549803-<b>?</b>,"4 x 10-12","(subset analysis)",NR,'-,'-,'-,"ERAP1, ERAP2","Chronic inflammatory diseases (ankylosing spondylitis, Crohn's disease, psoriasis, primary sclerosing cholangitis, ulcerative colitis) (pleiotropy)","ankylosing spondylitis, psoriasis, ulcerative colitis, Crohn's disease, sclerosing cholangitis",'-,GCST005537,5:96839226
rs17622378-<b>?</b>,"2 x 10-55","(subset analysis)",NR,'-,'-,'-,"IRF1, IRF1-AS1","Chronic inflammatory diseases (ankylosing spondylitis, Crohn's disease, psoriasis, primary sclerosing cholangitis, ulcerative colitis) (pleiotropy)","ankylosing spondylitis, psoriasis, ulcerative colitis, Crohn's disease, sclerosing cholangitis",'-,GCST005537,5:132442760
rs17622517-<b>?</b>,"1 x 10-7","(subset analysis)",NR,'-,'-,'-,"IRF1-AS1, IRF1","Chronic inflammatory diseases (ankylosing spondylitis, Crohn's disease, psoriasis, primary sclerosing cholangitis, ulcerative colitis) (pleiotropy)","ankylosing spondylitis, psoriasis, ulcerative colitis, Crohn's disease, sclerosing cholangitis",'-,GCST005537,5:132467845
rs1004234-<b>?</b>,"4 x 10-7","(subset analysis)",NR,'-,'-,'-,"IRF1-AS1, LINC02863","Chronic inflammatory diseases (ankylosing spondylitis, Crohn's disease, psoriasis, primary sclerosing cholangitis, ulcerative colitis) (pleiotropy)","ankylosing spondylitis, psoriasis, ulcerative colitis, Crohn's disease, sclerosing cholangitis",'-,GCST005537,5:132421409
rs6863411-<b>?</b>,"2 x 10-9","(subset analysis)",NR,'-,'-,'-,NDFIP1,"Chronic inflammatory diseases (ankylosing spondylitis, Crohn's disease, psoriasis, primary sclerosing cholangitis, ulcerative colitis) (pleiotropy)","ankylosing spondylitis, psoriasis, ulcerative colitis, Crohn's disease, sclerosing cholangitis",'-,GCST005537,5:142133639
rs11749391-<b>?</b>,"2 x 10-42","(subset analysis)",NR,'-,'-,'-,IRGM,"Chronic inflammatory diseases (ankylosing spondylitis, Crohn's disease, psoriasis, primary sclerosing cholangitis, ulcerative colitis) (pleiotropy)","ankylosing spondylitis, psoriasis, ulcerative colitis, Crohn's disease, sclerosing cholangitis",'-,GCST005537,5:150849504
rs74817271-<b>?</b>,"2 x 10-26","(subset analysis)",NR,'-,'-,'-,TNIP1,"Chronic inflammatory diseases (ankylosing spondylitis, Crohn's disease, psoriasis, primary sclerosing cholangitis, ulcerative colitis) (pleiotropy)","ankylosing spondylitis, psoriasis, ulcerative colitis, Crohn's disease, sclerosing cholangitis",'-,GCST005537,5:151090412
rs56167332-<b>?</b>,"3 x 10-43","(subset analysis)",NR,'-,'-,'-,"LINC01845, IL12B","Chronic inflammatory diseases (ankylosing spondylitis, Crohn's disease, psoriasis, primary sclerosing cholangitis, ulcerative colitis) (pleiotropy)","ankylosing spondylitis, psoriasis, ulcerative colitis, Crohn's disease, sclerosing cholangitis",'-,GCST005537,5:159400761
rs12188300-<b>?</b>,"3 x 10-34","(subset analysis)",NR,'-,'-,'-,"IL12B, LINC01845","Chronic inflammatory diseases (ankylosing spondylitis, Crohn's disease, psoriasis, primary sclerosing cholangitis, ulcerative colitis) (pleiotropy)","ankylosing spondylitis, psoriasis, ulcerative colitis, Crohn's disease, sclerosing cholangitis",'-,GCST005537,5:159402519
rs4921482-<b>?</b>,"9 x 10-25","(subset analysis)",NR,'-,'-,'-,IL12B,"Chronic inflammatory diseases (ankylosing spondylitis, Crohn's disease, psoriasis, primary sclerosing cholangitis, ulcerative colitis) (pleiotropy)","ankylosing spondylitis, psoriasis, ulcerative colitis, Crohn's disease, sclerosing cholangitis",'-,GCST005537,5:159337470
rs6556411-<b>?</b>,"3 x 10-11","(subset analysis)",NR,'-,'-,'-,"IL12B, LINC01845","Chronic inflammatory diseases (ankylosing spondylitis, Crohn's disease, psoriasis, primary sclerosing cholangitis, ulcerative colitis) (pleiotropy)","ankylosing spondylitis, psoriasis, ulcerative colitis, Crohn's disease, sclerosing cholangitis",'-,GCST005537,5:159356215
rs72812861-<b>?</b>,"1 x 10-8","(subset analysis)",NR,'-,'-,'-,CPEB4,"Chronic inflammatory diseases (ankylosing spondylitis, Crohn's disease, psoriasis, primary sclerosing cholangitis, ulcerative colitis) (pleiotropy)","ankylosing spondylitis, psoriasis, ulcerative colitis, Crohn's disease, sclerosing cholangitis",'-,GCST005537,5:173960506
rs1267499-<b>?</b>,"1 x 10-11","(subset analysis)",NR,'-,'-,'-,RNU6-793P,"Chronic inflammatory diseases (ankylosing spondylitis, Crohn's disease, psoriasis, primary sclerosing cholangitis, ulcerative colitis) (pleiotropy)","ankylosing spondylitis, psoriasis, ulcerative colitis, Crohn's disease, sclerosing cholangitis",'-,GCST005537,6:14715651
rs2328530-<b>?</b>,"1 x 10-17","(subset analysis)",NR,'-,'-,'-,CDKAL1,"Chronic inflammatory diseases (ankylosing spondylitis, Crohn's disease, psoriasis, primary sclerosing cholangitis, ulcerative colitis) (pleiotropy)","ankylosing spondylitis, psoriasis, ulcerative colitis, Crohn's disease, sclerosing cholangitis",'-,GCST005537,6:20643496
rs714830-<b>?</b>,"5 x 10-9","(subset analysis)",NR,'-,'-,'-,CDKAL1,"Chronic inflammatory diseases (ankylosing spondylitis, Crohn's disease, psoriasis, primary sclerosing cholangitis, ulcerative colitis) (pleiotropy)","ankylosing spondylitis, psoriasis, ulcerative colitis, Crohn's disease, sclerosing cholangitis",'-,GCST005537,6:20624151
rs71559680-<b>?</b>,"6 x 10-12","(subset analysis)",NR,'-,'-,'-,LINC00581,"Chronic inflammatory diseases (ankylosing spondylitis, Crohn's disease, psoriasis, primary sclerosing cholangitis, ulcerative colitis) (pleiotropy)","ankylosing spondylitis, psoriasis, ulcerative colitis, Crohn's disease, sclerosing cholangitis",'-,GCST005537,6:21430497
rs72928038-<b>?</b>,"2 x 10-10","(subset analysis)",NR,'-,'-,'-,BACH2,"Chronic inflammatory diseases (ankylosing spondylitis, Crohn's disease, psoriasis, primary sclerosing cholangitis, ulcerative colitis) (pleiotropy)","ankylosing spondylitis, psoriasis, ulcerative colitis, Crohn's disease, sclerosing cholangitis",'-,GCST005537,6:90267049
rs6651252-<b>?</b>,"2 x 10-17","(subset analysis)",NR,'-,'-,'-,LINC00824,"Chronic inflammatory diseases (ankylosing spondylitis, Crohn's disease, psoriasis, primary sclerosing cholangitis, ulcerative colitis) (pleiotropy)","ankylosing spondylitis, psoriasis, ulcerative colitis, Crohn's disease, sclerosing cholangitis",'-,GCST005537,8:128554935
rs10758669-<b>?</b>,"5 x 10-43","(subset analysis)",NR,'-,'-,'-,"HNRNPA1P41, JAK2","Chronic inflammatory diseases (ankylosing spondylitis, Crohn's disease, psoriasis, primary sclerosing cholangitis, ulcerative colitis) (pleiotropy)","ankylosing spondylitis, psoriasis, ulcerative colitis, Crohn's disease, sclerosing cholangitis",'-,GCST005537,9:4981602
rs2812378-<b>?</b>,"6 x 10-9","(subset analysis)",NR,'-,'-,'-,"CCL21, FAM205A","Chronic inflammatory diseases (ankylosing spondylitis, Crohn's disease, psoriasis, primary sclerosing cholangitis, ulcerative colitis) (pleiotropy)","ankylosing spondylitis, psoriasis, ulcerative colitis, Crohn's disease, sclerosing cholangitis",'-,GCST005537,9:34710263
rs7848647-<b>?</b>,"1 x 10-25","(subset analysis)",NR,'-,'-,'-,"DELEC1, TNFSF15","Chronic inflammatory diseases (ankylosing spondylitis, Crohn's disease, psoriasis, primary sclerosing cholangitis, ulcerative colitis) (pleiotropy)","ankylosing spondylitis, psoriasis, ulcerative colitis, Crohn's disease, sclerosing cholangitis",'-,GCST005537,9:114806766
rs726657-<b>?</b>,"1 x 10-14","(subset analysis)",NR,'-,'-,'-,DELEC1,"Chronic inflammatory diseases (ankylosing spondylitis, Crohn's disease, psoriasis, primary sclerosing cholangitis, ulcerative colitis) (pleiotropy)","ankylosing spondylitis, psoriasis, ulcerative colitis, Crohn's disease, sclerosing cholangitis",'-,GCST005537,9:114934056
rs7468800-<b>?</b>,"2 x 10-9","(subset analysis)",NR,'-,'-,'-,"DELEC1, TNFSF15","Chronic inflammatory diseases (ankylosing spondylitis, Crohn's disease, psoriasis, primary sclerosing cholangitis, ulcerative colitis) (pleiotropy)","ankylosing spondylitis, psoriasis, ulcerative colitis, Crohn's disease, sclerosing cholangitis",'-,GCST005537,9:114829725
rs4986790-<b>?</b>,"1 x 10-8","(subset analysis)",NR,'-,'-,'-,TLR4,"Chronic inflammatory diseases (ankylosing spondylitis, Crohn's disease, psoriasis, primary sclerosing cholangitis, ulcerative colitis) (pleiotropy)","ankylosing spondylitis, psoriasis, ulcerative colitis, Crohn's disease, sclerosing cholangitis",'-,GCST005537,9:117713024
rs10870077-<b>?</b>,"6 x 10-45","(subset analysis)",NR,'-,'-,'-,CARD9,"Chronic inflammatory diseases (ankylosing spondylitis, Crohn's disease, psoriasis, primary sclerosing cholangitis, ulcerative colitis) (pleiotropy)","ankylosing spondylitis, psoriasis, ulcerative colitis, Crohn's disease, sclerosing cholangitis",'-,GCST005537,9:136369439
