"Variant and risk allele",P-value,"P-value annotation",RAF,OR,Beta,CI,"Mapped gene","Reported trait",Trait(s),"Background trait(s)","Study accession",Location
rs12981718-<b>A</b>,"2 x 10-7",,0.071553425,1.3595927,'-,[1.210609031-1.52691111],"TARM1, VSTM1","Small cell lung carcinoma","small cell lung carcinoma",'-,GCST004746,19:54064604
rs141670911-<b>A</b>,"1 x 10-6",,0.904847906,1.2866561,'-,[1.16-1.42],"HMGN4, ABT1","Small cell lung carcinoma","small cell lung carcinoma",'-,GCST004746,6:26581030
rs10456332-<b>A</b>,"7 x 10-6",,0.90103678,1.271729,'-,[1.14-1.41],ZNF322,"Small cell lung carcinoma","small cell lung carcinoma",'-,GCST004746,6:26685903
rs141178913-<b>G</b>,"1 x 10-9",,NR,'-,"2.43 unit increase",[0.078-4.782],IL17RC,"Small cell lung carcinoma","small cell lung carcinoma",'-,GCST90134664,3:9928389
rs191133092-<b>T</b>,"7 x 10-9",,NR,'-,"1.8 unit increase",[1.19-2.41],"KRT18P1, LINC01556","Small cell lung carcinoma","small cell lung carcinoma",'-,GCST90134664,6:28965208
rs16969968-<b>?</b>,"1 x 10-23",,NR,'-,"0.26 unit increase",[0.2-0.32],CHRNA5,"Small cell lung carcinoma","small cell lung carcinoma",'-,GCST90134664,15:78590583
rs9303196-<b>T</b>,"8 x 10-6",,0.07,1.43,'-,[1.14-1.82],WSCD1,"Non-small cell lung cancer","non-small cell lung carcinoma",'-,GCST000815,17:6004123
rs16951095-<b>C</b>,"7 x 10-6",,0.78,1.3,'-,[1.10-1.54],LAMA1,"Non-small cell lung cancer","non-small cell lung carcinoma",'-,GCST000815,18:7042912
rs2131877-<b>G</b>,"2 x 10-8",,0.44,1.3,'-,[1.19-1.42],XXYLT1,"Non-small cell lung cancer","non-small cell lung carcinoma",'-,GCST000815,3:195137645
rs12296850-<b>A</b>,"1 x 10-10",,0.744,1.28,'-,[1.19-1.39],"SLC17A8, NR1H4","Squamous cell carcinoma","non-small cell lung carcinoma",'-,GCST001827,12:100426307
rs1656402-<b>?</b>,"8 x 10-8",,NR,2.38,'-,[1.49-3.85],EIF4E2,"Non-small cell lung cancer (survival)","non-small cell lung carcinoma",'-,GCST000871,2:232561816
rs9981861-<b>G</b>,"4 x 10-6",,NR,1.33,'-,[0.82-2.15],DSCAM,"Non-small cell lung cancer (survival)","non-small cell lung carcinoma",'-,GCST000871,21:40043117
rs1209950-<b>T</b>,"3 x 10-7",,NR,4.96,'-,[2.52-9.76],"LINC00114, ETS2","Non-small cell lung cancer (survival)","non-small cell lung carcinoma",'-,GCST000871,21:38801604
rs11080466-<b>C</b>,"1 x 10-6",,NR,1.47,'-,[1.27-1.72],PIEZO2,"Non-small cell lung cancer","non-small cell lung carcinoma",'-,GCST001210,18:10899030
rs6753473-<b>G</b>,"4 x 10-6","(Additive model)",0.052,'-,'-,'-,"ADGRF3, HADHB","Non-small cell lung cancer","non-small cell lung carcinoma",'-,GCST001734,2:26303551
rs539901-<b>G</b>,"8 x 10-6","(Additive model)",0.109,'-,'-,'-,ALDH1A2,"Non-small cell lung cancer","non-small cell lung carcinoma",'-,GCST001734,15:58382470
rs1571228-<b>?</b>,"2 x 10-7","(Dominant model)",NR,'-,'-,'-,SAXO1,"Non-small cell lung cancer","non-small cell lung carcinoma",'-,GCST001734,9:18930224
rs2371030-<b>G</b>,"3 x 10-6","(Additive model)",0.091,'-,'-,'-,"RPS27P10, CPS1","Non-small cell lung cancer","non-small cell lung carcinoma",'-,GCST001734,2:210704998
rs6510725-<b>?</b>,"3 x 10-6","(Dominant model)",NR,'-,'-,'-,"MIER2, THEG","Non-small cell lung cancer","non-small cell lung carcinoma",'-,GCST001734,19:348743
rs10029269-<b>?</b>,"4 x 10-6","(Dominant model)",NR,'-,'-,'-,'-,"Non-small cell lung cancer","non-small cell lung carcinoma",'-,GCST001734,4:134859217
rs847845-<b>?</b>,"6 x 10-6","(Dominant model)",NR,'-,'-,'-,ANKS1A,"Non-small cell lung cancer","non-small cell lung carcinoma",'-,GCST001734,6:34956087
rs732765-<b>G</b>,"7 x 10-6","(Additive model)",0.257,'-,'-,'-,DLST,"Non-small cell lung cancer","non-small cell lung carcinoma",'-,GCST001734,14:74899026
rs13405020-<b>?</b>,"7 x 10-6","(Dominant model)",NR,'-,'-,'-,THSD7B,"Non-small cell lung cancer","non-small cell lung carcinoma",'-,GCST001734,2:137384594
rs2926702-<b>T</b>,"7 x 10-6","(Additive model)",0.572,'-,'-,'-,NCOA2,"Non-small cell lung cancer","non-small cell lung carcinoma",'-,GCST001734,8:70255759
rs8048207-<b>T</b>,"8 x 10-6","(Additive model)",0.121,'-,'-,'-,CDH8,"Non-small cell lung cancer","non-small cell lung carcinoma",'-,GCST001734,16:61744191
rs9557635-<b>A</b>,"9 x 10-6","(Additive model)",0.146,'-,'-,'-,NALCN,"Non-small cell lung cancer","non-small cell lung carcinoma",'-,GCST001734,13:101398739
rs6479272-<b>T</b>,"9 x 10-6","(Additive model)",0.086,'-,'-,'-,SLC35D2,"Non-small cell lung cancer","non-small cell lung carcinoma",'-,GCST001734,9:96335245
rs10429489-<b>A</b>,"7 x 10-10",,NR,1.11,'-,[1.08-1.15],"RN7SL151P, MTAP","Non-small cell lung cancer","non-small cell lung carcinoma",'-,GCST012199,9:21787522
rs1853837-<b>A</b>,"1 x 10-10",,NR,1.12,'-,[1.08-1.15],FOXP4-AS1,"Non-small cell lung cancer","non-small cell lung carcinoma",'-,GCST012199,6:41529297
rs3115672-<b>T</b>,"4 x 10-6",,NR,1.15,'-,[1.08-1.22],"MSH5, MSH5-SAPCD1","Non-small cell lung cancer","non-small cell lung carcinoma",'-,GCST012199,6:31760120
rs71658797-<b>A</b>,"9 x 10-7",,NR,1.16,'-,[1.09-1.22],AK5,"Non-small cell lung cancer","non-small cell lung carcinoma",'-,GCST012199,1:77501822
rs2517873-<b>A</b>,"5 x 10-11",,NR,1.16,'-,[1.11-1.21],MCCD1P1,"Non-small cell lung cancer","non-small cell lung carcinoma",'-,GCST012199,6:29908215
rs1264308-<b>T</b>,"2 x 10-7",,NR,1.16,'-,[1.1-1.23],GTF2H4,"Non-small cell lung cancer","non-small cell lung carcinoma",'-,GCST012199,6:30912210
rs7705526-<b>A</b>,"1 x 10-42",,NR,1.2,'-,[1.17-1.24],TERT,"Non-small cell lung cancer","non-small cell lung carcinoma",'-,GCST012199,5:1285859
rs116205103-<b>G</b>,"2 x 10-7",,0.94,0.83,'-,[0.77-0.89],FAM114A1,"Non-small cell lung cancer","non-small cell lung carcinoma",'-,GCST012199,4:38913680
rs1815741-<b>C</b>,"3 x 10-7",,0.92,0.86,'-,[0.81-0.91],"IFITM4P, HLA-V","Non-small cell lung cancer","non-small cell lung carcinoma",'-,GCST012199,6:29770913
rs3217451-<b>AT</b>,"7 x 10-7",,0.87,0.9,'-,[0.87-0.94],UBXN4,"Non-small cell lung cancer","non-small cell lung carcinoma",'-,GCST012199,2:135753722
rs76354137-<b>C</b>,"6 x 10-7",,0.38,0.92,'-,[0.88-0.95],"CYP1A1, CYP1A2","Non-small cell lung cancer","non-small cell lung carcinoma",'-,GCST012199,15:74737657
rs35661893-<b>C</b>,"4 x 10-6",,0.55,0.93,'-,[0.91-0.96],"TRPC3, BBS7-DT","Non-small cell lung cancer","non-small cell lung carcinoma",'-,GCST012199,4:121873961
rs4938515-<b>A</b>,"3 x 10-7",,0.37,1.07,'-,[1.04-1.10],PHLDB1,"Non-small cell lung cancer","non-small cell lung carcinoma",'-,GCST012199,11:118607689
rs12006500-<b>A</b>,"4 x 10-6",,0.65,1.09,'-,[1.05-1.13],"MUSK, LPAR1","Non-small cell lung cancer","non-small cell lung carcinoma",'-,GCST012199,9:110863180
rs3117582-<b>G</b>,"2 x 10-6",,NR,0.87,'-,[0.82-0.92],APOM,"Non-small cell lung cancer","non-small cell lung carcinoma",'-,GCST012199,6:31652743
rs12265047-<b>G</b>,"8 x 10-10",,NR,0.89,'-,[0.85-0.92],VTI1A,"Non-small cell lung cancer","non-small cell lung carcinoma",'-,GCST012199,10:112728166
rs55768116-<b>C</b>,"2 x 10-13",,NR,0.91,'-,[0.88-0.93],MPZL3,"Non-small cell lung cancer","non-small cell lung carcinoma",'-,GCST012199,11:118237616
rs200595745-<b>A</b>,"2 x 10-9",,NR,1.09,'-,[1.06-1.12],BPTF,"Non-small cell lung cancer","non-small cell lung carcinoma",'-,GCST012199,17:67919174
rs2293607-<b>T</b>,"2 x 10-10",,NR,1.1,'-,[1.06-1.13],TERC,"Non-small cell lung cancer","non-small cell lung carcinoma",'-,GCST012199,3:169764547
rs11571833-<b>T</b>,"5 x 10-6",,NR,0.67,'-,[0.56-0.79],BRCA2,"Non-small cell lung cancer","non-small cell lung carcinoma",'-,GCST012199,13:32398489
rs55781567-<b>G</b>,"8 x 10-44",,NR,0.79,'-,[0.76-0.81],CHRNA5,"Non-small cell lung cancer","non-small cell lung carcinoma",'-,GCST012199,15:78565644
rs13080835-<b>G</b>,"1 x 10-20",,NR,0.88,'-,[0.86-0.91],TP63,"Non-small cell lung cancer","non-small cell lung carcinoma",'-,GCST012199,3:189639410
rs4236709-<b>G</b>,"1 x 10-12",,NR,0.89,'-,[0.86-0.92],NRG1,"Non-small cell lung cancer","non-small cell lung carcinoma",'-,GCST012199,8:32552592
rs1200399-<b>C</b>,"3 x 10-9",,NR,0.9,'-,[0.87-0.93],BAZ1A,"Non-small cell lung cancer","non-small cell lung carcinoma",'-,GCST012199,14:34823979
rs56113850-<b>C</b>,"3 x 10-9",,NR,0.92,'-,[0.89-0.94],CYP2A6,"Non-small cell lung cancer","non-small cell lung carcinoma",'-,GCST012199,19:40847202
rs3769821-<b>C</b>,"4 x 10-8",,NR,0.93,'-,[0.9-0.95],CASP8,"Non-small cell lung cancer","non-small cell lung carcinoma",'-,GCST012199,2:201258707
rs5879422-<b>T</b>,"4 x 10-9",,NR,1.08,'-,[1.05-1.11],DCBLD1,"Non-small cell lung cancer","non-small cell lung carcinoma",'-,GCST012199,6:117463496
rs77468143-<b>T</b>,"1 x 10-7",,NR,1.09,'-,[1.05-1.12],"SECISBP2L, COPS2","Non-small cell lung cancer","non-small cell lung carcinoma",'-,GCST012199,15:49084427
rs12265047-<b>G</b>,"8 x 10-10",,0.243,1.13,'-,[1.09-1.17],VTI1A,"Non-small cell lung cancer","non-small cell lung carcinoma",'-,GCST008834,10:112728166
rs13167280-<b>A</b>,"5 x 10-32",,0.17,1.24,'-,[1.19-1.28],TERT,"Non-small cell lung cancer","non-small cell lung carcinoma",'-,GCST008834,5:1280362
rs1853837-<b>A</b>,"1 x 10-10",,0.258,1.12,'-,[1.08-1.15],FOXP4-AS1,"Non-small cell lung cancer","non-small cell lung carcinoma",'-,GCST008834,6:41529297
rs200595745-<b>A</b>,"2 x 10-9",,0.43,1.09,'-,[1.06-1.12],BPTF,"Non-small cell lung cancer","non-small cell lung carcinoma",'-,GCST008834,17:67919174
rs2293607-<b>T</b>,"2 x 10-10",,0.596,1.1,'-,[1.06-1.13],TERC,"Non-small cell lung cancer","non-small cell lung carcinoma",'-,GCST008834,3:169764547
rs2517873-<b>A</b>,"5 x 10-11",,0.145,1.16,'-,[1.11-1.21],MCCD1P1,"Non-small cell lung cancer","non-small cell lung carcinoma",'-,GCST008834,6:29908215
rs3769821-<b>C</b>,"4 x 10-8",,0.321,1.08,'-,[1.05-1.11],CASP8,"Non-small cell lung cancer","non-small cell lung carcinoma",'-,GCST008834,2:201258707
rs4236709-<b>G</b>,"1 x 10-12",,0.198,1.12,'-,[1.09-1.16],NRG1,"Non-small cell lung cancer","non-small cell lung carcinoma",'-,GCST008834,8:32552592
rs55768116-<b>C</b>,"2 x 10-13",,0.489,1.1,'-,[1.07-1.13],MPZL3,"Non-small cell lung cancer","non-small cell lung carcinoma",'-,GCST008834,11:118237616
rs55781567-<b>G</b>,"8 x 10-44",,0.32,1.27,'-,[1.23-1.31],CHRNA5,"Non-small cell lung cancer","non-small cell lung carcinoma",'-,GCST008834,15:78565644
rs56113850-<b>C</b>,"3 x 10-9",,0.487,1.09,'-,[1.06-1.12],CYP2A6,"Non-small cell lung cancer","non-small cell lung carcinoma",'-,GCST008834,19:40847202
rs5879422-<b>T</b>,"4 x 10-9",,0.51,1.08,'-,[1.05-1.11],DCBLD1,"Non-small cell lung cancer","non-small cell lung carcinoma",'-,GCST008834,6:117463496
rs3769821-<b>C</b>,"2 x 10-7",(EA),0.34,1.1,'-,[1.06-1.14],CASP8,"Non-small cell lung cancer","non-small cell lung carcinoma",'-,GCST008834,2:201258707
rs7705526-<b>A</b>,"4 x 10-41","(East Asian)",0.41,1.31,'-,[1.26-1.36],TERT,"Non-small cell lung cancer","non-small cell lung carcinoma",'-,GCST008834,5:1285859
rs11375254-<b>T</b>,"3 x 10-21","(East Asian)",0.51,1.21,'-,[1.16-1.26],TP63,"Non-small cell lung cancer","non-small cell lung carcinoma",'-,GCST008834,3:189625454
rs401681-<b>C</b>,"8 x 10-12","(East Asian)",0.68,1.16,'-,[1.11-1.2],CLPTM1L,"Non-small cell lung cancer","non-small cell lung carcinoma",'-,GCST008834,5:1321972
rs7741164-<b>A</b>,"4 x 10-12","(East Asian)",0.34,1.16,'-,[1.11-1.21],FOXP4-AS1,"Non-small cell lung cancer","non-small cell lung carcinoma",'-,GCST008834,6:41525674
rs7086803-<b>A</b>,"3 x 10-10","(East Asian)",0.28,1.14,'-,[1.1-1.19],VTI1A,"Non-small cell lung cancer","non-small cell lung carcinoma",'-,GCST008834,10:112738717
rs4236709-<b>G</b>,"1 x 10-9","(East Asian)",0.18,1.17,'-,[1.11-1.23],NRG1,"Non-small cell lung cancer","non-small cell lung carcinoma",'-,GCST008834,8:32552592
rs55768116-<b>C</b>,"2 x 10-9","(East Asian)",0.45,1.13,'-,[1.08-1.17],MPZL3,"Non-small cell lung cancer","non-small cell lung carcinoma",'-,GCST008834,11:118237616
rs2293607-<b>T</b>,"3 x 10-9","(East Asian)",0.45,1.12,'-,[1.08-1.17],TERC,"Non-small cell lung cancer","non-small cell lung carcinoma",'-,GCST008834,3:169764547
rs200595745-<b>A</b>,"3 x 10-8","(East Asian)",0.62,1.12,'-,[1.08-1.17],BPTF,"Non-small cell lung cancer","non-small cell lung carcinoma",'-,GCST008834,17:67919174
rs1200399-<b>C</b>,"4 x 10-7","(East Asian)",0.49,1.11,'-,[1.06-1.15],BAZ1A,"Non-small cell lung cancer","non-small cell lung carcinoma",'-,GCST008834,14:34823979
rs35201538-<b>C</b>,"5 x 10-6","(East Asian)",0.65,1.1,'-,[1.06-1.15],"AQP7, AQP3","Non-small cell lung cancer","non-small cell lung carcinoma",'-,GCST008834,9:33422491
rs10429489-<b>A</b>,"8 x 10-6","(East Asian)",0.25,1.11,'-,[1.06-1.16],"RN7SL151P, MTAP","Non-small cell lung cancer","non-small cell lung carcinoma",'-,GCST008834,9:21787522
rs10429489-<b>A</b>,"7 x 10-10",,0.195,1.11,'-,[1.08-1.15],"RN7SL151P, MTAP","Non-small cell lung cancer","non-small cell lung carcinoma",'-,GCST008834,9:21787522
rs11375254-<b>T</b>,"1 x 10-20",,0.525,1.13,'-,[1.10-1.16],TP63,"Non-small cell lung cancer","non-small cell lung carcinoma",'-,GCST008834,3:189625454
rs1200399-<b>C</b>,"3 x 10-9",,0.405,1.11,'-,[1.07-1.15],BAZ1A,"Non-small cell lung cancer","non-small cell lung carcinoma",'-,GCST008834,14:34823979
rs55781567-<b>G</b>,"2 x 10-23",,NR,0.78,'-,[0.74-0.82],CHRNA5,"Squamous cell lung carcinoma","squamous cell lung carcinoma",'-,GCST012200,15:78565644
rs2517873-<b>A</b>,"2 x 10-10",,NR,1.23,'-,[1.15-1.31],MCCD1P1,"Squamous cell lung carcinoma","squamous cell lung carcinoma",'-,GCST012200,6:29908215
rs2945908-<b>C</b>,"8 x 10-7",,0.22,0.89,'-,[0.85-0.93],PRAG1,"Squamous cell lung carcinoma","squamous cell lung carcinoma",'-,GCST012200,8:8334713
rs11571833-<b>T</b>,"5 x 10-8",,NR,0.5,'-,[0.39-0.64],BRCA2,"Squamous cell lung carcinoma","squamous cell lung carcinoma",'-,GCST012200,13:32398489
rs3117582-<b>G</b>,"2 x 10-9",,NR,0.77,'-,[0.71-0.84],APOM,"Squamous cell lung carcinoma","squamous cell lung carcinoma",'-,GCST012200,6:31652743
rs3094604-<b>G</b>,"2 x 10-8",,NR,0.86,'-,[0.82-0.91],HCP5,"Squamous cell lung carcinoma","squamous cell lung carcinoma",'-,GCST012200,6:31466334
rs3748522-<b>C</b>,"7 x 10-6",,NR,0.91,'-,[0.88-0.95],RAD52,"Squamous cell lung carcinoma","squamous cell lung carcinoma",'-,GCST012200,12:949522
rs4573350-<b>T</b>,"3 x 10-9",,NR,1.13,'-,[1.09-1.18],MORN5,"Squamous cell lung carcinoma","squamous cell lung carcinoma",'-,GCST012200,9:122192836
rs465498-<b>A</b>,"6 x 10-18",,NR,1.21,'-,[1.16-1.26],CLPTM1L,"Squamous cell lung carcinoma","squamous cell lung carcinoma",'-,GCST012200,5:1325688
rs2523546-<b>A</b>,"9 x 10-8",,NR,1.24,'-,[1.14-1.34],"DHFRP2, HLA-B","Squamous cell lung carcinoma","squamous cell lung carcinoma",'-,GCST012200,6:31365143
rs3115672-<b>T</b>,"2 x 10-8",,NR,1.28,'-,[1.17-1.39],"MSH5, MSH5-SAPCD1","Squamous cell lung carcinoma","squamous cell lung carcinoma",'-,GCST012200,6:31760120
rs1264308-<b>T</b>,"6 x 10-10",,NR,1.29,'-,[1.19-1.40],GTF2H4,"Squamous cell lung carcinoma","squamous cell lung carcinoma",'-,GCST012200,6:30912210
rs35661893-<b>C</b>,"5 x 10-7",,0.55,0.9,'-,[0.86-0.94],"TRPC3, BBS7-DT","Squamous cell lung carcinoma","squamous cell lung carcinoma",'-,GCST012200,4:121873961
rs13213986-<b>A</b>,"7 x 10-11",,0.076648757,1.2491379,'-,[1.168376851-1.335481193],ZSCAN12,"Squamous cell lung carcinoma","squamous cell lung carcinoma",'-,GCST004750,6:28390232
rs114242735-<b>C</b>,"2 x 10-10",,0.076962679,1.241532,'-,[1.161109238-1.327525094],GPX6,"Squamous cell lung carcinoma","squamous cell lung carcinoma",'-,GCST004750,6:28515140
rs116461399-<b>C</b>,"1 x 10-11",,0.097015006,1.2472361,'-,[1.170241522-1.329296602],"NOP56P1, LINC01623","Squamous cell lung carcinoma","squamous cell lung carcinoma",'-,GCST004750,6:28828294
rs148696809-<b>C</b>,"4 x 10-11",,0.086719155,1.2477136,'-,[1.168498995-1.332298319],"LINC01556, KRT18P1","Squamous cell lung carcinoma","squamous cell lung carcinoma",'-,GCST004750,6:28966575
rs141600123-<b>T</b>,"3 x 10-11",,0.098184885,1.24441,'-,[1.1670044-1.326950001],"OR2J2, OR2J3","Squamous cell lung carcinoma","squamous cell lung carcinoma",'-,GCST004750,6:29165865
rs139244745-<b>G</b>,"3 x 10-12",,0.095802754,1.2578697,'-,[1.179561443-1.34137667],"OR2U2P, OR14J1","Squamous cell lung carcinoma","squamous cell lung carcinoma",'-,GCST004750,6:29287205
rs147680653-<b>G</b>,"1 x 10-14",,0.082184732,1.3224626,'-,[1.232029321-1.419533796],"IFITM4P, HLA-V","Squamous cell lung carcinoma","squamous cell lung carcinoma",'-,GCST004750,6:29785031
rs147097402-<b>A</b>,"5 x 10-13",,0.144325242,1.2544376,'-,[1.179702134-1.33390745],"HLA-U, HLA-K","Squamous cell lung carcinoma","squamous cell lung carcinoma",'-,GCST004750,6:29930083
rs116480994-<b>C</b>,"2 x 10-13",,0.095388006,1.2655623,'-,[1.188449247-1.347678784],POLR1H,"Squamous cell lung carcinoma","squamous cell lung carcinoma",'-,GCST004750,6:30064745
rs116418332-<b>A</b>,"8 x 10-13",,0.096294683,1.2566881,'-,[1.180581902-1.337700478],TRIM26,"Squamous cell lung carcinoma","squamous cell lung carcinoma",'-,GCST004750,6:30193759
rs116310021-<b>C</b>,"3 x 10-14",,0.098059255,1.2713187,'-,[1.194941971-1.352577225],"MICC, UBQLN1P1","Squamous cell lung carcinoma","squamous cell lung carcinoma",'-,GCST004750,6:30383571
rs142618987-<b>G</b>,"5 x 10-14",,0.108856096,1.2575619,'-,[1.184808489-1.334782845],"GNL1, LINC02569","Squamous cell lung carcinoma","squamous cell lung carcinoma",'-,GCST004750,6:30540143
rs114274879-<b>T</b>,"3 x 10-16",,0.111490347,1.2765228,'-,[1.204082426-1.353321384],VARS2,"Squamous cell lung carcinoma","squamous cell lung carcinoma",'-,GCST004750,6:30914638
rs116725014-<b>A</b>,"6 x 10-16",,0.107361373,1.2734625,'-,[1.200971166-1.350329481],MUC22,"Squamous cell lung carcinoma","squamous cell lung carcinoma",'-,GCST004750,6:31018051
rs115390513-<b>C</b>,"4 x 10-15",,0.105345843,1.2619891,'-,[1.190738196-1.337503582],"HCG27, HLA-C","Squamous cell lung carcinoma","squamous cell lung carcinoma",'-,GCST004750,6:31208169
rs116822326-<b>G</b>,"4 x 10-19",,0.155100279,1.2500138,'-,[1.190343016-1.312675889],HCP5,"Squamous cell lung carcinoma","squamous cell lung carcinoma",'-,GCST004750,6:31466334
rs139789464-<b>G</b>,"8 x 10-18",,0.097440193,1.3017117,'-,[1.225771087-1.382357001],APOM,"Squamous cell lung carcinoma","squamous cell lung carcinoma",'-,GCST004750,6:31657087
rs139285835-<b>T</b>,"3 x 10-17",,0.094313349,1.3140805,'-,[1.233356809-1.400087657],"SNHG32, NEU1","Squamous cell lung carcinoma","squamous cell lung carcinoma",'-,GCST004750,6:31850331
rs144433536-<b>T</b>,"1 x 10-16",,0.096448619,1.2925944,'-,[1.216536993-1.373406858],TNXB,"Squamous cell lung carcinoma","squamous cell lung carcinoma",'-,GCST004750,6:32067917
rs114665747-<b>T</b>,"3 x 10-15",,0.098724564,1.2750176,'-,[1.200229849-1.354465488],"NOTCH4, TSBP1-AS1","Squamous cell lung carcinoma","squamous cell lung carcinoma",'-,GCST004750,6:32231204
rs114937304-<b>T</b>,"6 x 10-15",,0.102137715,1.2814854,'-,[1.204075188-1.363872529],TSBP1-AS1,"Squamous cell lung carcinoma","squamous cell lung carcinoma",'-,GCST004750,6:32373094
rs74942078-<b>T</b>,"3 x 10-17",,0.111380925,1.2715524,'-,[1.202475147-1.344598072],HLA-DQA1,"Squamous cell lung carcinoma","squamous cell lung carcinoma",'-,GCST004750,6:32638107
rs148861668-<b>T</b>,"2 x 10-10",,0.091709454,1.2225089,'-,[1.148825653-1.300917959],"HLA-DOB, HLA-DQB2","Squamous cell lung carcinoma","squamous cell lung carcinoma",'-,GCST004750,6:32788876
rs114951367-<b>T</b>,"3 x 10-7",,0.0755486,1.2017432,'-,[1.119830115-1.289648086],HLA-DMB,"Squamous cell lung carcinoma","squamous cell lung carcinoma",'-,GCST004750,6:32936274
rs117534741-<b>A</b>,"6 x 10-7",,0.024812467,1.4064276,'-,[1.230153554-1.607960747],RNU4-66P,"Squamous cell lung carcinoma","squamous cell lung carcinoma",'-,GCST004750,6:71674838
rs113855064-<b>C</b>,"9 x 10-12",,0.011187045,1.9985485,'-,[1.638002715-2.438455141],PDS5B,"Squamous cell lung carcinoma","squamous cell lung carcinoma",'-,GCST004750,13:32601963
rs117371643-<b>A</b>,"3 x 10-6",,0.02156595,1.4205657,'-,[1.226820574-1.644908003],PDS5B,"Squamous cell lung carcinoma","squamous cell lung carcinoma",'-,GCST004750,13:32769511
