"Variant and risk allele",P-value,"P-value annotation",RAF,OR,Beta,CI,"Mapped gene","Reported trait",Trait(s),"Background trait(s)","Study accession",Location
rs377763-<b>?</b>,"9 x 10-6",,NR,0.908716,'-,[0.87-0.95],"TSBP1-AS1, NOTCH4","Prostate cancer","prostate carcinoma",'-,GCST90027060,6:32231367
rs3129853-<b>?</b>,"2 x 10-6",,NR,0.913903,'-,[0.88-0.95],"HLA-DRA, TSBP1-AS1","Prostate cancer","prostate carcinoma",'-,GCST90027060,6:32430871
rs1983891-<b>?</b>,"4 x 10-11",,NR,1.13092,'-,[1.09-1.17],FOXP4,"Prostate cancer","prostate carcinoma",'-,GCST90027060,6:41568689
rs339331-<b>?</b>,"4 x 10-11",,NR,0.882066,'-,[0.84-0.92],RFX6,"Prostate cancer","prostate carcinoma",'-,GCST90027060,6:116888889
rs34541670-<b>?</b>,"6 x 10-6",,NR,1.4268,'-,[1.27-1.58],BCLAF1,"Prostate cancer","prostate carcinoma",'-,GCST90027060,6:136261399
rs9364554-<b>?</b>,"5 x 10-10",,NR,1.12075,'-,[1.08-1.16],SLC22A3,"Prostate cancer","prostate carcinoma",'-,GCST90027060,6:160412632
rs62439287-<b>?</b>,"6 x 10-6",,NR,1.09891,'-,[1.06-1.14],"SP8, RPL23P8","Prostate cancer","prostate carcinoma",'-,GCST90027060,7:20825937
rs78767163-<b>?</b>,"6 x 10-8",,NR,0.907207,'-,[0.87-0.94],HIBADH,"Prostate cancer","prostate carcinoma",'-,GCST90027060,7:27541148
rs62454806-<b>?</b>,"2 x 10-8",,NR,0.892646,'-,[0.85-0.93],"HIBADH, TAX1BP1-AS1","Prostate cancer","prostate carcinoma",'-,GCST90027060,7:27711732
rs10486567-<b>?</b>,"1 x 10-11",,NR,0.866676,'-,[0.83-0.91],JAZF1,"Prostate cancer","prostate carcinoma",'-,GCST90027060,7:27936944
rs705308-<b>?</b>,"8 x 10-10",,NR,1.11217,'-,[1.08-1.15],"LMTK2, RN7SL478P","Prostate cancer","prostate carcinoma",'-,GCST90027060,7:98066051
rs6465657-<b>?</b>,"7 x 10-11",,NR,1.11893,'-,[1.09-1.15],LMTK2,"Prostate cancer","prostate carcinoma",'-,GCST90027060,7:98187015
rs117403894-<b>?</b>,"7 x 10-6",,NR,1.29881,'-,[1.18-1.41],"LINC02153, GFRA2","Prostate cancer","prostate carcinoma",'-,GCST90027060,8:21367963
rs1512268-<b>?</b>,"1 x 10-17",,NR,1.15987,'-,[1.13-1.19],"SINHCAFP3, NKX3-1","Prostate cancer","prostate carcinoma",'-,GCST90027060,8:23668950
rs416406-<b>?</b>,"2 x 10-6",,NR,1.08963,'-,[1.05-1.12],"HIGD1AP18, PKIA-AS1","Prostate cancer","prostate carcinoma",'-,GCST90027060,8:77591293
rs10505483-<b>?</b>,"1 x 10-26",,NR,1.54501,'-,[1.47-1.62],"CASC19, PCAT1","Prostate cancer","prostate carcinoma",'-,GCST90027060,8:127112950
rs6983267-<b>?</b>,"4 x 10-42",,NR,0.789493,'-,[0.76-0.82],"POU5F1B, CCAT2, CASC8, PCAT1","Prostate cancer","prostate carcinoma",'-,GCST90027060,8:127401060
chr2:27325448-<b>?</b>,"2 x 10-6",,NR,31.7326,'-,[30.31-33.16],'-,"Prostate cancer","prostate carcinoma",'-,GCST90027060,"Mapping not available"
rs76131191-<b>?</b>,"8 x 10-6",,NR,1.2953,'-,[1.18-1.41],PRKCE,"Prostate cancer","prostate carcinoma",'-,GCST90027060,2:45761694
rs721048-<b>?</b>,"6 x 10-6",,NR,1.10006,'-,[1.06-1.14],EHBP1,"Prostate cancer","prostate carcinoma",'-,GCST90027060,2:62904596
rs6545977-<b>?</b>,"3 x 10-9",,NR,0.901944,'-,[0.87-0.94],"OTX1, RPL27P5","Prostate cancer","prostate carcinoma",'-,GCST90027060,2:63074029
rs1078004-<b>?</b>,"5 x 10-9",,NR,0.903695,'-,[0.87-0.94],MAT2A,"Prostate cancer","prostate carcinoma",'-,GCST90027060,2:85542588
rs12621278-<b>?</b>,"3 x 10-13",,NR,0.748161,'-,[0.67-0.83],ITGA6,"Prostate cancer","prostate carcinoma",'-,GCST90027060,2:172446825
rs13032812-<b>?</b>,"6 x 10-6",,NR,0.904292,'-,[0.86-0.95],"INO80D, PPIAP68","Prostate cancer","prostate carcinoma",'-,GCST90027060,2:205959998
rs76364880-<b>?</b>,"4 x 10-6",,NR,1.10839,'-,[1.06-1.15],MLPH,"Prostate cancer","prostate carcinoma",'-,GCST90027060,2:237522792
rs16843438-<b>?</b>,"1 x 10-6",,NR,1.14004,'-,[1.09-1.19],ANO7,"Prostate cancer","prostate carcinoma",'-,GCST90027060,2:241198287
rs17181170-<b>?</b>,"1 x 10-8",,NR,0.906564,'-,[0.87-0.94],LINC00506,"Prostate cancer","prostate carcinoma",'-,GCST90027060,3:87124174
rs9815835-<b>?</b>,"8 x 10-6",,NR,0.924758,'-,[0.89-0.96],CFAP44,"Prostate cancer","prostate carcinoma",'-,GCST90027060,3:113440894
rs2687729-<b>?</b>,"1 x 10-6",,NR,1.09727,'-,[1.06-1.13],EEFSEC,"Prostate cancer","prostate carcinoma",'-,GCST90027060,3:128176383
rs10934853-<b>?</b>,"7 x 10-6",,NR,1.09014,'-,[1.05-1.13],EEFSEC,"Prostate cancer","prostate carcinoma",'-,GCST90027060,3:128319530
rs6808506-<b>?</b>,"2 x 10-6",,NR,0.879657,'-,[0.83-0.93],PHC3,"Prostate cancer","prostate carcinoma",'-,GCST90027060,3:170121451
rs76925190-<b>?</b>,"5 x 10-10",,NR,0.86202,'-,[0.82-0.91],"SKIL, PRKCI","Prostate cancer","prostate carcinoma",'-,GCST90027060,3:170348551
rs115230032-<b>?</b>,"6 x 10-6",,NR,1.24886,'-,[1.15-1.35],"EPHB3, MAGEF1","Prostate cancer","prostate carcinoma",'-,GCST90027060,3:184603902
rs7690296-<b>?</b>,"3 x 10-7",,NR,1.0932,'-,[1.06-1.13],PDLIM5,"Prostate cancer","prostate carcinoma",'-,GCST90027060,4:94640308
rs7679673-<b>?</b>,"1 x 10-13",,NR,0.874508,'-,[0.84-0.91],"RNU6-351P, TET2","Prostate cancer","prostate carcinoma",'-,GCST90027060,4:105140377
rs4242384-<b>?</b>,"1 x 10-34",,NR,1.37334,'-,[1.32-1.42],"CASC8, CASC11","Prostate cancer","prostate carcinoma",'-,GCST90027060,8:127506309
rs959091-<b>?</b>,"1 x 10-6",,NR,1.16942,'-,[1.11-1.23],ELAVL2,"Prostate cancer","prostate carcinoma",'-,GCST90027060,9:23775451
rs61469632-<b>?</b>,"1 x 10-6",,NR,0.826881,'-,[0.75-0.9],GFI1B,"Prostate cancer","prostate carcinoma",'-,GCST90027060,9:132986603
rs6602880-<b>?</b>,"4 x 10-7",,NR,1.09874,'-,[1.06-1.14],"AGAP7P, ANTXRLP1","Prostate cancer","prostate carcinoma",'-,GCST90027060,10:46175087
rs10993994-<b>?</b>,"9 x 10-34",,NR,1.23459,'-,[1.2-1.27],MSMB,"Prostate cancer","prostate carcinoma",'-,GCST90027060,10:46046326
rs2420906-<b>?</b>,"6 x 10-6",,NR,1.08206,'-,[1.05-1.12],"RPL19P16, WDR11","Prostate cancer","prostate carcinoma",'-,GCST90027060,10:121038900
rs2946994-<b>?</b>,"1 x 10-5",,NR,0.926523,'-,[0.89-0.96],CTBP2,"Prostate cancer","prostate carcinoma",'-,GCST90027060,10:125026145
rs7121039-<b>?</b>,"1 x 10-17",,NR,1.19902,'-,[1.16-1.24],"MIR4686, ASCL2","Prostate cancer","prostate carcinoma",'-,GCST90027060,11:2211681
rs7130881-<b>?</b>,"4 x 10-36",,NR,1.30876,'-,[1.27-1.35],"MYEOV, SMIM38","Prostate cancer","prostate carcinoma",'-,GCST90027060,11:69228491
rs79740319-<b>?</b>,"9 x 10-6",,NR,1.14171,'-,[1.08-1.2],"H2AJ, H4-16","Prostate cancer","prostate carcinoma",'-,GCST90027060,12:14771431
rs1635553-<b>?</b>,"6 x 10-6",,NR,1.08141,'-,[1.05-1.12],COL2A1,"Prostate cancer","prostate carcinoma",'-,GCST90027060,12:47981785
rs12322335-<b>?</b>,"1 x 10-8",,NR,1.13409,'-,[1.09-1.18],"PRPH, TROAP","Prostate cancer","prostate carcinoma",'-,GCST90027060,12:49305111
rs902774-<b>?</b>,"7 x 10-7",,NR,1.1253,'-,[1.08-1.17],"RPL7P41, KRT78","Prostate cancer","prostate carcinoma",'-,GCST90027060,12:52880120
rs4883918-<b>?</b>,"7 x 10-6",,NR,1.08636,'-,[1.05-1.12],DIS3,"Prostate cancer","prostate carcinoma",'-,GCST90027060,13:72775941
rs9543236-<b>?</b>,"5 x 10-6",,NR,1.10364,'-,[1.06-1.15],"RNU6-66P, RNU4-10P","Prostate cancer","prostate carcinoma",'-,GCST90027060,13:73145640
rs12889169-<b>?</b>,"4 x 10-8",,NR,0.88059,'-,[0.84-0.93],FERMT2,"Prostate cancer","prostate carcinoma",'-,GCST90027060,14:52901514
rs3784828-<b>?</b>,"4 x 10-6",,NR,0.883382,'-,[0.83-0.94],"IFT140, TMEM204","Prostate cancer","prostate carcinoma",'-,GCST90027060,16:1529150
rs684232-<b>?</b>,"4 x 10-6",,NR,1.08583,'-,[1.05-1.12],VPS53,"Prostate cancer","prostate carcinoma",'-,GCST90027060,17:715725
rs4430796-<b>?</b>,"8 x 10-26",,NR,0.830791,'-,[0.8-0.87],HNF1B,"Prostate cancer","prostate carcinoma",'-,GCST90027060,17:37738049
rs149949310-<b>?</b>,"2 x 10-7",,NR,2.97074,'-,[2.56-3.38],WNT9B,"Prostate cancer","prostate carcinoma",'-,GCST90027060,17:46875220
rs138213197-<b>?</b>,"6 x 10-40",,NR,5.0116,'-,[4.77-5.25],HOXB13,"Prostate cancer","prostate carcinoma",'-,GCST90027060,17:48728343
rs1859962-<b>?</b>,"4 x 10-16",,NR,1.15016,'-,[1.12-1.18],CASC17,"Prostate cancer","prostate carcinoma",'-,GCST90027060,17:71112612
rs737958-<b>?</b>,"3 x 10-11",,NR,1.12224,'-,[1.09-1.16],"RNU7-155P, CASC17","Prostate cancer","prostate carcinoma",'-,GCST90027060,17:71228513
rs12953721-<b>?</b>,"6 x 10-6",,NR,0.923432,'-,[0.89-0.96],KDSR,"Prostate cancer","prostate carcinoma",'-,GCST90027060,18:63345128
rs28626548-<b>?</b>,"5 x 10-6",,NR,1.11007,'-,[1.07-1.15],"ABHD17A, KLF16","Prostate cancer","prostate carcinoma",'-,GCST90027060,19:1865674
rs7250689-<b>?</b>,"6 x 10-11",,NR,1.11899,'-,[1.09-1.15],SPINT2,"Prostate cancer","prostate carcinoma",'-,GCST90027060,19:38262985
rs1052375-<b>?</b>,"3 x 10-8",,NR,0.90871,'-,[0.87-0.94],CATSPERG,"Prostate cancer","prostate carcinoma",'-,GCST90027060,19:38370693
rs12610088-<b>?</b>,"4 x 10-7",,NR,0.913559,'-,[0.88-0.95],"PLEKHA3P1, PCAT19","Prostate cancer","prostate carcinoma",'-,GCST90027060,19:41513739
rs17632542-<b>?</b>,"3 x 10-25",,NR,0.6723,'-,[0.6-0.75],KLK3,"Prostate cancer","prostate carcinoma",'-,GCST90027060,19:50858501
rs447749-<b>?</b>,"5 x 10-6",,NR,1.08278,'-,[1.05-1.12],MAPRE1,"Prostate cancer","prostate carcinoma",'-,GCST90027060,20:32842059
rs73140002-<b>?</b>,"8 x 10-7",,NR,1.2585,'-,[1.17-1.35],"ZNF217, Y_RNA","Prostate cancer","prostate carcinoma",'-,GCST90027060,20:53559272
rs13043510-<b>?</b>,"3 x 10-9",,NR,0.664007,'-,[0.53-0.8],GMEB2,"Prostate cancer","prostate carcinoma",'-,GCST90027060,20:63603335
rs6011097-<b>?</b>,"3 x 10-8",,NR,0.881184,'-,[0.84-0.93],ZBTB46,"Prostate cancer","prostate carcinoma",'-,GCST90027060,20:63767472
rs8134657-<b>?</b>,"2 x 10-8",,NR,0.837283,'-,[0.78-0.9],TMPRSS2,"Prostate cancer","prostate carcinoma",'-,GCST90027060,21:41521981
rs5759167-<b>?</b>,"1 x 10-17",,NR,0.86215,'-,[0.83-0.9],"TTLL1, BIK","Prostate cancer","prostate carcinoma",'-,GCST90027060,22:43104206
rs5933765-<b>?</b>,"3 x 10-8",,NR,0.919644,'-,[0.89-0.95],SHROOM2,"Prostate cancer","prostate carcinoma",'-,GCST90027060,X:9847762
rs5945619-<b>?</b>,"7 x 10-12",,NR,1.0889,'-,[1.06-1.11],LINC01496,"Prostate cancer","prostate carcinoma",'-,GCST90027060,X:51498820
rs12558898-<b>?</b>,"4 x 10-10",,NR,1.08211,'-,[1.06-1.11],"CENPVL2, CENPVL3","Prostate cancer","prostate carcinoma",'-,GCST90027060,X:51654792
rs4131729-<b>?</b>,"5 x 10-8",,NR,1.0722,'-,[1.05-1.1],"UQCR10P1, TPMTP3","Prostate cancer","prostate carcinoma",'-,GCST90027060,X:51954098
"rs1002979-<b>?</b> x rs12621278-<b>?</b>","3 x 10-6",,NR,1.5873,'-,[1.32-1.92],"No mapped genes x ITGA6","Prostate cancer (SNP x SNP interaction)","prostate carcinoma",'-,GCST001370,2:172446825
"rs10795917-<b>?</b> x rs8102476-<b>?</b>","7 x 10-7",,NR,1.24,'-,[1.14-1.36],"No mapped genes x SPINT2","Prostate cancer (SNP x SNP interaction)","prostate carcinoma",'-,GCST001370,19:38244973
"rs4489787-<b>?</b> x rs4430796-<b>?</b>","1 x 10-6",,NR,1.47,'-,[1.25-1.72],"No mapped genes x HNF1B","Prostate cancer (SNP x SNP interaction)","prostate carcinoma",'-,GCST001370,17:37738049
"rs1916284-<b>?</b> x rs12418451-<b>?</b>","1 x 10-6",,NR,1.2658,'-,[1.15-1.41],"No mapped genes x SMIM38 - MYEOV","Prostate cancer (SNP x SNP interaction)","prostate carcinoma",'-,GCST001370,11:69167951
"rs9649213-<b>?</b> x rs4962416-<b>?</b>","1 x 10-6",,NR,1.28,'-,[1.16-1.42],"No mapped genes x CTBP2","Prostate cancer (SNP x SNP interaction)","prostate carcinoma",'-,GCST001370,10:125008303
"rs1243647-<b>?</b> x rs12418451-<b>?</b>","1 x 10-6",,NR,1.3333,'-,[1.19-1.49],"No mapped genes x SMIM38 - MYEOV","Prostate cancer (SNP x SNP interaction)","prostate carcinoma",'-,GCST001370,11:69167951
"rs290258-<b>?</b> x rs7679673-<b>?</b>","1 x 10-6",,NR,1.3333,'-,[1.19-1.49],"No mapped genes x RNU6-351P - TET2","Prostate cancer (SNP x SNP interaction)","prostate carcinoma",'-,GCST001370,4:105140377
"rs12682851-<b>?</b> x rs1447295-<b>?</b>","2 x 10-6",,NR,1.3889,'-,[1.22-1.59],"No mapped genes x CASC8","Prostate cancer (SNP x SNP interaction)","prostate carcinoma",'-,GCST001370,8:127472793
"rs13192613-<b>?</b> x rs11649743-<b>?</b>","3 x 10-6",,NR,1.37,'-,[1.20-1.56],"No mapped genes x HNF1B","Prostate cancer (SNP x SNP interaction)","prostate carcinoma",'-,GCST001370,17:37714971
"rs16867225-<b>?</b> x rs1859962-<b>?</b>","3 x 10-6",,NR,1.5625,'-,[1.3-1.89],"No mapped genes x CASC17","Prostate cancer (SNP x SNP interaction)","prostate carcinoma",'-,GCST001370,17:71112612
"rs6089829-<b>?</b> x rs2735839-<b>?</b>","3 x 10-6",,NR,1.3514,'-,[1.19-1.54],"No mapped genes x KLK3 - KLK2","Prostate cancer (SNP x SNP interaction)","prostate carcinoma",'-,GCST001370,19:50861367
"rs7789197-<b>?</b> x rs1447295-<b>?</b>","3 x 10-6",,NR,1.5152,'-,[1.27-1.79],"No mapped genes x CASC8","Prostate cancer (SNP x SNP interaction)","prostate carcinoma",'-,GCST001370,8:127472793
"rs7717572-<b>?</b> x rs2660753-<b>?</b>","3 x 10-6",,NR,1.94,'-,[1.47-2.56],"No mapped genes x PPATP1 - LINC00506","Prostate cancer (SNP x SNP interaction)","prostate carcinoma",'-,GCST001370,3:87061524
"rs4463179-<b>?</b> x rs887391-<b>?</b>","2 x 10-6",,NR,1.5625,'-,[1.3-1.89],"No mapped genes x PCAT19","Prostate cancer (SNP x SNP interaction)","prostate carcinoma",'-,GCST001370,19:41479716
"rs2400997-<b>?</b> x rs10934853-<b>?</b>","3 x 10-6",,NR,1.25,'-,[1.14-1.38],"No mapped genes x EEFSEC","Prostate cancer (SNP x SNP interaction)","prostate carcinoma",'-,GCST001370,3:128319530
"rs12485321-<b>?</b> x rs6465657-<b>?</b>","3 x 10-6",,NR,1.2346,'-,[1.14-1.35],"No mapped genes x LMTK2","Prostate cancer (SNP x SNP interaction)","prostate carcinoma",'-,GCST001370,7:98187015
"rs12628051-<b>?</b> x rs7127900-<b>?</b>","3 x 10-6",,NR,1.3,'-,[1.17-1.46],"No mapped genes x MIR4686 - ASCL2","Prostate cancer (SNP x SNP interaction)","prostate carcinoma",'-,GCST001370,11:2212344
"rs13264970-<b>?</b> x rs1571801-<b>?</b>","4 x 10-6",,NR,1.2987,'-,[1.16-1.45],"No mapped genes x DAB2IP","Prostate cancer (SNP x SNP interaction)","prostate carcinoma",'-,GCST001370,9:121665094
"rs13258681-<b>?</b> x rs7127900-<b>?</b>","4 x 10-6",,NR,1.32,'-,[1.17-1.48],"No mapped genes x MIR4686 - ASCL2","Prostate cancer (SNP x SNP interaction)","prostate carcinoma",'-,GCST001370,11:2212344
"rs2523395-<b>?</b> x rs1512268-<b>?</b>","2 x 10-6",,NR,1.24,'-,[1.14-1.35],"No mapped genes x SINHCAFP3 - NKX3-1","Prostate cancer (SNP x SNP interaction)","prostate carcinoma",'-,GCST001370,8:23668950
"rs7694725-<b>?</b> x rs10086908-<b>?</b>","2 x 10-6",,NR,1.36,'-,[1.20-1.55],"No mapped genes x PCAT1","Prostate cancer (SNP x SNP interaction)","prostate carcinoma",'-,GCST001370,8:126999692
"rs11637980-<b>?</b> x rs1447295-<b>?</b>","2 x 10-6",,NR,1.4706,'-,[1.27-1.72],"No mapped genes x CASC8","Prostate cancer (SNP x SNP interaction)","prostate carcinoma",'-,GCST001370,8:127472793
"rs6766510-<b>?</b> x rs10993994-<b>?</b>","2 x 10-6",,NR,1.58,'-,[1.31-1.91],"No mapped genes x MSMB","Prostate cancer (SNP x SNP interaction)","prostate carcinoma",'-,GCST001370,10:46046326
"rs735172-<b>?</b> x rs887391-<b>?</b>","2 x 10-6",,NR,1.31,'-,[1.17-1.46],"No mapped genes x PCAT19","Prostate cancer (SNP x SNP interaction)","prostate carcinoma",'-,GCST001370,19:41479716
"rs2711721-<b>?</b> x rs5759167-<b>?</b>","2 x 10-6",,NR,1.28,'-,[1.16-1.42],"No mapped genes x TTLL1 - BIK","Prostate cancer (SNP x SNP interaction)","prostate carcinoma",'-,GCST001370,22:43104206
"rs2219968-<b>?</b> x rs1571801-<b>?</b>","6 x 10-7",,NR,1.3,'-,[1.17-1.43],"No mapped genes x DAB2IP","Prostate cancer (SNP x SNP interaction)","prostate carcinoma",'-,GCST001370,8:78044423|9:121665094
"rs16944141-<b>?</b> x rs1512268-<b>?</b>","3 x 10-6",,NR,1.5385,'-,[1.28-1.85],"No mapped genes x SINHCAFP3 - NKX3-1","Prostate cancer (SNP x SNP interaction)","prostate carcinoma",'-,GCST001370,8:23668950
"rs784411-<b>?</b> x rs12418451-<b>?</b>","1 x 10-7",,NR,1.42,'-,[1.25-1.61],"No mapped genes x SMIM38 - MYEOV","Prostate cancer (SNP x SNP interaction)","prostate carcinoma",'-,GCST001370,11:69167951
"rs998124-<b>?</b> x rs10934853-<b>?</b>","5 x 10-6",,NR,1.33,'-,[1.18-1.51],"No mapped genes x EEFSEC","Prostate cancer (SNP x SNP interaction)","prostate carcinoma",'-,GCST001370,3:128319530
"rs13398206-<b>?</b> x rs10896449-<b>?</b>","4 x 10-6",,NR,1.24,'-,[1.13-1.36],"No mapped genes x SMIM38 - MYEOV","Prostate cancer (SNP x SNP interaction)","prostate carcinoma",'-,GCST001370,11:69227200
"rs10885582-<b>?</b> x rs1447295-<b>?</b>","4 x 10-6",,NR,1.3699,'-,[1.20-1.59],"No mapped genes x CASC8","Prostate cancer (SNP x SNP interaction)","prostate carcinoma",'-,GCST001370,8:127472793
"rs12317459-<b>?</b> x rs16901979-<b>?</b>","4 x 10-6",,NR,2.06,'-,[1.52-2.80],"No mapped genes x CASC19, PCAT1","Prostate cancer (SNP x SNP interaction)","prostate carcinoma",'-,GCST001370,8:127112671
"rs10940579-<b>?</b> x rs4962416-<b>?</b>","4 x 10-6",,NR,1.32,'-,[1.18-1.49],"No mapped genes x CTBP2","Prostate cancer (SNP x SNP interaction)","prostate carcinoma",'-,GCST001370,10:125008303
"rs10277209-<b>?</b> x rs1859962-<b>?</b>","4 x 10-6",,NR,1.36,'-,[1.19-1.55],"No mapped genes x CASC17","Prostate cancer (SNP x SNP interaction)","prostate carcinoma",'-,GCST001370,17:71112612
"rs7847271-<b>?</b> x rs10934853-<b>?</b>","4 x 10-6",,NR,1.4925,'-,[1.27-1.79],"No mapped genes x EEFSEC","Prostate cancer (SNP x SNP interaction)","prostate carcinoma",'-,GCST001370,3:128319530
"rs6763848-<b>?</b> x rs9623117-<b>?</b>","4 x 10-6",,NR,1.3,'-,[1.16-1.45],"No mapped genes x TNRC6B","Prostate cancer (SNP x SNP interaction)","prostate carcinoma",'-,GCST001370,22:40056115
"rs9567349-<b>?</b> x rs1465618-<b>?</b>","4 x 10-6",,NR,1.6393,'-,[1.33-2.04],"No mapped genes x THADA","Prostate cancer (SNP x SNP interaction)","prostate carcinoma",'-,GCST001370,2:43326810
"rs543686-<b>?</b> x rs6983267-<b>?</b>","4 x 10-6",,NR,1.24,'-,[1.13-1.35],"No mapped genes x POU5F1B, CCAT2, CASC8, PCAT1","Prostate cancer (SNP x SNP interaction)","prostate carcinoma",'-,GCST001370,8:127401060
"rs6005451-<b>?</b> x rs445114-<b>?</b>","4 x 10-6",,NR,1.42,'-,[1.22-1.65],"No mapped genes x CASC8, PCAT1","Prostate cancer (SNP x SNP interaction)","prostate carcinoma",'-,GCST001370,8:127310936
"rs5751168-<b>?</b> x rs7679673-<b>?</b>","4 x 10-6",,NR,1.44,'-,[1.23-1.67],"No mapped genes x RNU6-351P - TET2","Prostate cancer (SNP x SNP interaction)","prostate carcinoma",'-,GCST001370,4:105140377
"rs6507016-<b>?</b> x rs5945619-<b>?</b>","4 x 10-6",,NR,1.2821,'-,[1.15-1.41],"No mapped genes x LINC01496","Prostate cancer (SNP x SNP interaction)","prostate carcinoma",'-,GCST001370,X:51498820
"rs4821941-<b>?</b> x rs7127900-<b>?</b>","4 x 10-6",,NR,1.3,'-,[1.16-1.46],"No mapped genes x MIR4686 - ASCL2","Prostate cancer (SNP x SNP interaction)","prostate carcinoma",'-,GCST001370,11:2212344
"rs3789080-<b>?</b> x rs7127900-<b>?</b>","4 x 10-6",,NR,1.4085,'-,[1.22-1.64],"No mapped genes x MIR4686 - ASCL2","Prostate cancer (SNP x SNP interaction)","prostate carcinoma",'-,GCST001370,11:2212344
"rs11605083-<b>?</b> x rs7679673-<b>?</b>","4 x 10-6",,NR,1.28,'-,[1.15-1.43],"No mapped genes x RNU6-351P - TET2","Prostate cancer (SNP x SNP interaction)","prostate carcinoma",'-,GCST001370,4:105140377
"rs731174-<b>?</b> x rs4430796-<b>?</b>","5 x 10-6",,NR,1.27,'-,[1.15-1.40],"No mapped genes x HNF1B","Prostate cancer (SNP x SNP interaction)","prostate carcinoma",'-,GCST001370,17:37738049
"rs8057939-<b>?</b> x rs6465657-<b>?</b>","5 x 10-6",,NR,1.37,'-,[1.20-1.57],"No mapped genes x LMTK2","Prostate cancer (SNP x SNP interaction)","prostate carcinoma",'-,GCST001370,7:98187015
"rs9757252-<b>?</b> x rs17021918-<b>?</b>","5 x 10-6",,NR,1.25,'-,[1.13-1.37],"No mapped genes x PDLIM5","Prostate cancer (SNP x SNP interaction)","prostate carcinoma",'-,GCST001370,4:94641726
"rs10456809-<b>?</b> x rs10086908-<b>?</b>","5 x 10-6",,NR,1.25,'-,[1.14-1.38],"No mapped genes x PCAT1","Prostate cancer (SNP x SNP interaction)","prostate carcinoma",'-,GCST001370,8:126999692
"rs11720607-<b>?</b> x rs10486567-<b>?</b>","5 x 10-6",,NR,1.3699,'-,[1.20-1.59],"No mapped genes x JAZF1","Prostate cancer (SNP x SNP interaction)","prostate carcinoma",'-,GCST001370,7:27936944
"rs9351730-<b>?</b> x rs9364554-<b>?</b>","5 x 10-6",,NR,1.25,'-,[1.13-1.37],"No mapped genes x SLC22A3","Prostate cancer (SNP x SNP interaction)","prostate carcinoma",'-,GCST001370,6:160412632
"rs1866967-<b>?</b> x rs8102476-<b>?</b>","5 x 10-6",,NR,1.2195,'-,[1.12-1.33],"No mapped genes x SPINT2","Prostate cancer (SNP x SNP interaction)","prostate carcinoma",'-,GCST001370,19:38244973
rs12155172-<b>?</b>,"9 x 10-6",,0.20,1.05,'-,[1.00-1.10],LINC01162,"Prostate cancer","prostate carcinoma",'-,GCST000488,7:20954872
rs12621278-<b>?</b>,"9 x 10-23",,0.94,1.33,'-,[1.25-1.43],ITGA6,"Prostate cancer","prostate carcinoma",'-,GCST000488,2:172446825
rs17181170-<b>?</b>,"3 x 10-8",,NR,'-,'-,'-,LINC00506,"Prostate cancer","prostate carcinoma",'-,GCST000488,3:87124174
rs4242384-<b>?</b>,"2 x 10-24",,NR,'-,'-,'-,"CASC8, CASC11","Prostate cancer","prostate carcinoma",'-,GCST000488,8:127506309
