"Variant and risk allele",P-value,"P-value annotation",RAF,OR,Beta,CI,"Mapped gene","Reported trait",Trait(s),"Background trait(s)","Study accession",Location
rs10733389-<b>A</b>,"8 x 10-8",,0.384,'-,"0.018885223 unit increase",[0.012-0.026],"LINC01239, SUMO2P2",Neuroticism,"neuroticism measurement",'-,GCST003770,9:23378222
rs10765924-<b>A</b>,"4 x 10-6",,0.23,'-,"0.018746223 unit decrease",[0.011-0.027],MICAL2,Neuroticism,"neuroticism measurement",'-,GCST003770,11:12125848
rs10769123-<b>A</b>,"2 x 10-7",,0.247,'-,"0.02102448 unit decrease",[0.013-0.029],PRDM11,Neuroticism,"neuroticism measurement",'-,GCST003770,11:45172228
rs10862219-<b>T</b>,"4 x 10-7",,0.404,'-,"0.018208038 unit increase",[0.011-0.025],ACSS3,Neuroticism,"neuroticism measurement",'-,GCST003770,12:81036264
rs10891937-<b>A</b>,"4 x 10-6",,0.588,'-,"0.016120961 unit increase",[0.0093-0.0229],'-,Neuroticism,"neuroticism measurement",'-,GCST003770,11:116256087
rs10960103-<b>C</b>,"2 x 10-10",,0.774,'-,"0.026403464 unit increase",[0.018-0.035],"JKAMPP1, AKAP8P1",Neuroticism,"neuroticism measurement",'-,GCST003770,9:11699270
rs10969550-<b>T</b>,"6 x 10-6",,0.238,'-,"0.01854899 unit decrease",[0.011-0.027],DOCK8,Neuroticism,"neuroticism measurement",'-,GCST003770,9:310672
rs11005536-<b>A</b>,"3 x 10-6",,0.632,'-,"0.016707188 unit increase",[0.0097-0.0237],'-,Neuroticism,"neuroticism measurement",'-,GCST003770,10:56801123
rs111585420-<b>A</b>,"9 x 10-6",,0.037,'-,"0.043187592 unit increase",[0.024-0.062],SLC33A1,Neuroticism,"neuroticism measurement",'-,GCST003770,3:155832686
rs112545952-<b>A</b>,"8 x 10-6",,0.135,'-,"0.023067474 unit increase",[0.013-0.033],PDE1C,Neuroticism,"neuroticism measurement",'-,GCST003770,7:32260764
rs114293326-<b>A</b>,"5 x 10-7",,0.133,'-,"0.025461495 unit increase",[0.016-0.035],'-,Neuroticism,"neuroticism measurement",'-,GCST003770,5:165044694
rs114304113-<b>C</b>,"3 x 10-7",,0.045,'-,"0.0469704 unit increase",[0.029-0.065],"NOP56P1, LINC01623",Neuroticism,"neuroticism measurement",'-,GCST003770,6:28814586
rs11613919-<b>T</b>,"2 x 10-6",,0.801,'-,"0.020623213 unit increase",[0.012-0.029],KCNC2,Neuroticism,"neuroticism measurement",'-,GCST003770,12:75102683
rs11640647-<b>T</b>,"8 x 10-6",,0.602,'-,"0.01627837 unit increase",[0.0091-0.0234],RBFOX1,Neuroticism,"neuroticism measurement",'-,GCST003770,16:7612487
rs116414718-<b>A</b>,"3 x 10-6",,0.251,'-,"0.018586624 unit decrease",[0.011-0.026],"HLA-DPA1, HLA-DOA",Neuroticism,"neuroticism measurement",'-,GCST003770,6:33055802
rs116442755-<b>T</b>,"4 x 10-6",,0.191,'-,"0.02010576 unit decrease",[0.012-0.029],ELL2P2,Neuroticism,"neuroticism measurement",'-,GCST003770,4:132344775
rs116966368-<b>A</b>,"8 x 10-7",,0.239,'-,"0.020705096 unit increase",[0.013-0.029],ARIH2P1,Neuroticism,"neuroticism measurement",'-,GCST003770,18:28693685
rs117460127-<b>A</b>,"8 x 10-6",,0.05,'-,"0.04416617 unit increase",[0.025-0.064],MPP6,Neuroticism,"neuroticism measurement",'-,GCST003770,7:24668239
rs11785693-<b>A</b>,"9 x 10-6",,0.785,'-,"0.018511508 unit increase",[0.01-0.027],"CSMD1, SNORA70",Neuroticism,"neuroticism measurement",'-,GCST003770,8:5119391
rs117893837-<b>T</b>,"1 x 10-6",,0.066,'-,"0.040296488 unit increase",[0.024-0.056],"MAPK8IP1P2, DND1P1",Neuroticism,"neuroticism measurement",'-,GCST003770,17:45594599
rs11951400-<b>T</b>,"9 x 10-6",,0.711,'-,"0.016888926 unit increase",[0.0094-0.0243],RN7SL87P,Neuroticism,"neuroticism measurement",'-,GCST003770,5:144088153
rs1205170-<b>A</b>,"7 x 10-6",,0.516,'-,"0.016024476 unit decrease",[0.009-0.023],HOOK2,Neuroticism,"neuroticism measurement",'-,GCST003770,19:12794432
rs12208271-<b>A</b>,"2 x 10-6",,0.956,'-,"0.04621549 unit increase",[0.027-0.065],ECI2-DT,Neuroticism,"neuroticism measurement",'-,GCST003770,6:4223707
rs12613586-<b>T</b>,"6 x 10-6",,0.881,'-,"0.024205005 unit decrease",[0.014-0.035],"ZC3H8, FBLN7",Neuroticism,"neuroticism measurement",'-,GCST003770,2:112191377
rs1262465-<b>A</b>,"2 x 10-7",,0.5,'-,"0.018504232 unit decrease",[0.012-0.025],"TCF4, RNA5SP459",Neuroticism,"neuroticism measurement",'-,GCST003770,18:55190501
rs12818552-<b>A</b>,"6 x 10-6",,0.451,'-,"0.015980817 unit decrease",[0.0091-0.0229],RSRC2,Neuroticism,"neuroticism measurement",'-,GCST003770,12:122504296
rs12903563-<b>T</b>,"3 x 10-8",,0.497,'-,"0.019773796 unit increase",[0.013-0.027],LINGO1,Neuroticism,"neuroticism measurement",'-,GCST003770,15:77741393
rs12938775-<b>A</b>,"9 x 10-9",,0.534,'-,"0.020195153 unit decrease",[0.013-0.027],PAFAH1B1,Neuroticism,"neuroticism measurement",'-,GCST003770,17:2671527
rs12961969-<b>A</b>,"2 x 10-8",,0.2,'-,"0.024998885 unit increase",[0.016-0.034],"RPL12P40, RN7SKP182",Neuroticism,"neuroticism measurement",'-,GCST003770,18:37784134
rs13200171-<b>T</b>,"4 x 10-6",,0.174,'-,"0.02087013 unit decrease",[0.012-0.03],COL19A1,Neuroticism,"neuroticism measurement",'-,GCST003770,6:69883911
rs1372520-<b>T</b>,"2 x 10-6",,0.207,'-,"0.020366123 unit decrease",[0.012-0.029],SNCA,Neuroticism,"neuroticism measurement",'-,GCST003770,4:89836354
rs138805151-<b>A</b>,"2 x 10-6",,0.034,'-,"0.04990565 unit increase",[0.029-0.07],"NANOS2, MYPOP",Neuroticism,"neuroticism measurement",'-,GCST003770,19:45908462
rs139237746-<b>T</b>,"3 x 10-9",,0.513,'-,"0.020388305 unit decrease",[0.014-0.027],SBF2,Neuroticism,"neuroticism measurement",'-,GCST003770,11:10231636
rs145461961-<b>T</b>,"7 x 10-6",,0.979,'-,"0.067795515 unit decrease",[0.038-0.097],'-,Neuroticism,"neuroticism measurement",'-,GCST003770,13:54892248
rs1475073-<b>A</b>,"4 x 10-6",,0.573,'-,"0.016281787 unit decrease",[0.0093-0.0232],F13A1,Neuroticism,"neuroticism measurement",'-,GCST003770,6:6313151
rs1557341-<b>A</b>,"6 x 10-9",,0.343,'-,"0.021337654 unit increase",[0.014-0.029],CELF4,Neuroticism,"neuroticism measurement",'-,GCST003770,18:37547464
rs17131635-<b>T</b>,"9 x 10-6",,0.356,'-,"0.015904061 unit increase",[0.0089-0.0229],"SAMD13, UOX",Neuroticism,"neuroticism measurement",'-,GCST003770,1:84370016
rs17333948-<b>T</b>,"9 x 10-7",,0.026,'-,"0.061451595 unit decrease",[0.037-0.086],"DCTD, CIBAR1P2",Neuroticism,"neuroticism measurement",'-,GCST003770,4:183012233
rs17471911-<b>A</b>,"9 x 10-6",,0.943,'-,"0.033590786 unit decrease",[0.019-0.048],HPSE2,Neuroticism,"neuroticism measurement",'-,GCST003770,10:98911149
rs193236081-<b>T</b>,"6 x 10-11",,0.774,'-,"0.028413428 unit decrease",[0.02-0.037],KANSL1,Neuroticism,"neuroticism measurement",'-,GCST003770,17:46064966
rs2085496-<b>A</b>,"6 x 10-6",,0.528,'-,"0.015504587 unit increase",[0.0088-0.0222],'-,Neuroticism,"neuroticism measurement",'-,GCST003770,2:193140281
rs210918-<b>A</b>,"5 x 10-6",,0.784,'-,"0.018969879 unit decrease",[0.011-0.027],"Metazoa_SRP, ADTRP",Neuroticism,"neuroticism measurement",'-,GCST003770,6:11711582
rs2149351-<b>T</b>,"4 x 10-6",,0.23,'-,"0.018736271 unit increase",[0.011-0.027],"TLR4, TPT1P9",Neuroticism,"neuroticism measurement",'-,GCST003770,9:117739366
rs2150462-<b>C</b>,"3 x 10-8",,0.74,'-,"0.0216887 unit decrease",[0.014-0.029],"SUMO2P2, LINC01239",Neuroticism,"neuroticism measurement",'-,GCST003770,9:23316332
rs2273085-<b>T</b>,"5 x 10-7",,0.31,'-,"0.019381903 unit increase",[0.012-0.027],"L3MBTL2, L3MBTL2-AS1",Neuroticism,"neuroticism measurement",'-,GCST003770,22:41219372
rs2278121-<b>A</b>,"9 x 10-6",,0.451,'-,"0.015303924 unit increase",[0.0086-0.0221],WDR1,Neuroticism,"neuroticism measurement",'-,GCST003770,4:10094510
rs2279817-<b>T</b>,"2 x 10-6",,0.802,'-,"0.020470746 unit increase",[0.012-0.029],ARHGEF10L,Neuroticism,"neuroticism measurement",'-,GCST003770,1:17695363
rs2458167-<b>A</b>,"2 x 10-7",,0.303,'-,"0.019402385 unit increase",[0.012-0.027],CNTN5,Neuroticism,"neuroticism measurement",'-,GCST003770,11:99630017
rs252704-<b>A</b>,"1 x 10-6",,0.369,'-,"0.01805637 unit increase",[0.011-0.025],"DUXAP11, RNU4-58P",Neuroticism,"neuroticism measurement",'-,GCST003770,16:59615875
rs2572431-<b>T</b>,"4 x 10-16",,0.59,'-,"0.028283728 unit increase",[0.021-0.035],"XKR6, LINC00529",Neuroticism,"neuroticism measurement",'-,GCST003770,8:11247568
rs34112283-<b>C</b>,"5 x 10-6",,0.146,'-,"0.022158096 unit increase",[0.013-0.032],ARHGAP15,Neuroticism,"neuroticism measurement",'-,GCST003770,2:143475682
rs34141057-<b>T</b>,"4 x 10-6",,0.315,'-,"0.016915865 unit decrease",[0.0097-0.0241],LINC01819,Neuroticism,"neuroticism measurement",'-,GCST003770,2:43030406
rs34369999-<b>A</b>,"6 x 10-6",,0.164,'-,"0.020931775 unit decrease",[0.012-0.03],SORCS2,Neuroticism,"neuroticism measurement",'-,GCST003770,4:7630311
rs34497534-<b>T</b>,"8 x 10-6",,0.939,'-,"0.0331229 unit decrease",[0.019-0.048],"RPL26P31, MTNR1B",Neuroticism,"neuroticism measurement",'-,GCST003770,11:93010073
rs35688236-<b>A</b>,"2 x 10-8",,0.694,'-,"0.021311838 unit increase",[0.014-0.029],LINC01811,Neuroticism,"neuroticism measurement",'-,GCST003770,3:34541501
rs35855737-<b>T</b>,"7 x 10-7",,0.822,'-,"0.022219252 unit increase",[0.013-0.031],MAGI1,Neuroticism,"neuroticism measurement",'-,GCST003770,3:65557181
rs3779635-<b>T</b>,"4 x 10-6",,0.434,'-,"0.016391153 unit increase",[0.0094-0.0233],PTK2B,Neuroticism,"neuroticism measurement",'-,GCST003770,8:27427175
rs3923857-<b>A</b>,"6 x 10-6",,0.301,'-,"0.016911833 unit increase",[0.0096-0.0242],"PWWP2B, LRRC27",Neuroticism,"neuroticism measurement",'-,GCST003770,10:132391851
rs4241231-<b>A</b>,"2 x 10-6",,0.518,'-,"0.016557401 unit increase",[0.0097-0.0234],"NDUFA10, HDAC4-AS1",Neuroticism,"neuroticism measurement",'-,GCST003770,2:239427401
rs4274987-<b>T</b>,"3 x 10-6",,0.409,'-,"0.01677258 unit increase",[0.0097-0.0238],'-,Neuroticism,"neuroticism measurement",'-,GCST003770,5:45801044
rs4598074-<b>A</b>,"7 x 10-6",,0.821,'-,"0.020074598 unit decrease",[0.011-0.029],RCAN2,Neuroticism,"neuroticism measurement",'-,GCST003770,6:46405321
rs4632195-<b>T</b>,"5 x 10-7",,0.516,'-,"0.01753573 unit increase",[0.011-0.024],DCC,Neuroticism,"neuroticism measurement",'-,GCST003770,18:53220378
rs4652676-<b>A</b>,"2 x 10-6",,0.257,'-,"0.018508999 unit increase",[0.011-0.026],CACNA1E,Neuroticism,"neuroticism measurement",'-,GCST003770,1:181729557
rs4653425-<b>T</b>,"5 x 10-6",,0.133,'-,"0.023113705 unit increase",[0.013-0.033],"RNU6-1304P, ENAH",Neuroticism,"neuroticism measurement",'-,GCST003770,1:225705699
rs4722214-<b>T</b>,"2 x 10-6",,0.632,'-,"0.017334059 unit increase",[0.01-0.024],"GNA12, CARD11",Neuroticism,"neuroticism measurement",'-,GCST003770,7:2899706
rs4761545-<b>T</b>,"4 x 10-7",,0.604,'-,"0.017841259 unit decrease",[0.011-0.025],RN7SKP263,Neuroticism,"neuroticism measurement",'-,GCST003770,12:94032692
rs490647-<b>A</b>,"6 x 10-7",,0.214,'-,"0.021459218 unit increase",[0.013-0.03],"GRIK3, FTLP18",Neuroticism,"neuroticism measurement",'-,GCST003770,1:36777142
rs4906947-<b>C</b>,"7 x 10-7",,0.608,'-,"0.017662238 unit increase",[0.011-0.025],SNHG14,Neuroticism,"neuroticism measurement",'-,GCST003770,15:25142039
rs4938021-<b>T</b>,"4 x 10-10",,0.656,'-,"0.02327652 unit increase",[0.016-0.031],"TMPRSS5, DRD2",Neuroticism,"neuroticism measurement",'-,GCST003770,11:113494081
rs5028741-<b>T</b>,"6 x 10-6",,0.479,'-,"0.015476286 unit increase",[0.0088-0.0222],"SCYGR6, SLC19A3",Neuroticism,"neuroticism measurement",'-,GCST003770,2:227718563
rs56080343-<b>T</b>,"2 x 10-7",,0.8,'-,"0.022469256 unit decrease",[0.014-0.031],"SUDS3, LINC02460",Neuroticism,"neuroticism measurement",'-,GCST003770,12:118439113
rs593531-<b>T</b>,"2 x 10-6",,0.251,'-,"0.018891748 unit increase",[0.011-0.027],"MIR548AL, KCNE3",Neuroticism,"neuroticism measurement",'-,GCST003770,11:74406417
rs61876950-<b>T</b>,"7 x 10-7",,0.4,'-,"0.01731031 unit increase",[0.01-0.024],SBF2,Neuroticism,"neuroticism measurement",'-,GCST003770,11:9939325
rs62140779-<b>T</b>,"1 x 10-6",,0.824,'-,"0.027572796 unit increase",[0.016-0.039],LINC01122,Neuroticism,"neuroticism measurement",'-,GCST003770,2:58429583
rs6569095-<b>A</b>,"2 x 10-6",,0.623,'-,"0.016725423 unit decrease",[0.0098-0.0236],MIR3144,Neuroticism,"neuroticism measurement",'-,GCST003770,6:119946392
rs6722750-<b>T</b>,"4 x 10-6",,0.554,'-,"0.015867988 unit increase",[0.0091-0.0226],"PELI1, LINC00309",Neuroticism,"neuroticism measurement",'-,GCST003770,2:64154125
rs6726751-<b>A</b>,"3 x 10-6",,0.695,'-,"0.017418338 unit increase",[0.01-0.025],"EPHA4, MIR4268",Neuroticism,"neuroticism measurement",'-,GCST003770,2:220775258
rs67723639-<b>A</b>,"3 x 10-6",,0.094,'-,"0.027620312 unit decrease",[0.016-0.039],"MYT1L, LINC01250",Neuroticism,"neuroticism measurement",'-,GCST003770,2:2771967
rs6842789-<b>A</b>,"4 x 10-6",,0.14,'-,"0.02267423 unit decrease",[0.013-0.032],"LINC01091, PPIAP76",Neuroticism,"neuroticism measurement",'-,GCST003770,4:124054077
rs6855891-<b>T</b>,"5 x 10-6",,0.178,'-,"0.02097382 unit increase",[0.012-0.03],CCSER1,Neuroticism,"neuroticism measurement",'-,GCST003770,4:90096460
rs6882046-<b>A</b>,"2 x 10-7",,0.708,'-,"0.019748092 unit decrease",[0.012-0.027],LINC00461,Neuroticism,"neuroticism measurement",'-,GCST003770,5:88673046
rs6888114-<b>A</b>,"4 x 10-7",,0.274,'-,"0.019949215 unit increase",[0.012-0.028],"RNU6-209P, NSD1",Neuroticism,"neuroticism measurement",'-,GCST003770,5:165023687
rs6904071-<b>A</b>,"8 x 10-7",,0.145,'-,"0.024196656 unit decrease",[0.015-0.034],"VN1R13P, VN1R11P",Neuroticism,"neuroticism measurement",'-,GCST003770,6:27079477
rs6941639-<b>A</b>,"8 x 10-7",,0.377,'-,"0.017953254 unit increase",[0.011-0.025],SMLR1,Neuroticism,"neuroticism measurement",'-,GCST003770,6:130822002
rs7107356-<b>A</b>,"1 x 10-7",,0.513,'-,"0.018081715 unit decrease",[0.011-0.025],"MTCH2, AGBL2",Neuroticism,"neuroticism measurement",'-,GCST003770,11:47654618
rs7147721-<b>A</b>,"3 x 10-6",,0.528,'-,"0.015989635 unit decrease",[0.0093-0.0227],FCF1,Neuroticism,"neuroticism measurement",'-,GCST003770,14:74719307
rs7226611-<b>A</b>,"5 x 10-6",,0.442,'-,"0.0160083 unit decrease",[0.0092-0.0229],LINC01899,Neuroticism,"neuroticism measurement",'-,GCST003770,18:71686734
rs72694244-<b>A</b>,"6 x 10-7",,0.858,'-,"0.024573836 unit increase",[0.015-0.034],'-,Neuroticism,"neuroticism measurement",'-,GCST003770,9:11115945
rs72706173-<b>A</b>,"5 x 10-6",,0.943,'-,"0.03468407 unit increase",[0.02-0.05],'-,Neuroticism,"neuroticism measurement",'-,GCST003770,9:11863917
rs72928269-<b>T</b>,"3 x 10-6",,0.946,'-,"0.038276628 unit decrease",[0.022-0.054],LINC01919,Neuroticism,"neuroticism measurement",'-,GCST003770,18:53728080
rs73061815-<b>A</b>,"3 x 10-6",,0.088,'-,"0.028542958 unit increase",[0.017-0.04],CDCA7L,Neuroticism,"neuroticism measurement",'-,GCST003770,7:21943459
rs73384572-<b>A</b>,"1 x 10-6",,0.057,'-,"0.037401006 unit increase",[0.022-0.052],'-,Neuroticism,"neuroticism measurement",'-,GCST003770,10:129079294
rs73716038-<b>A</b>,"2 x 10-6",,0.918,'-,"0.03100201 unit increase",[0.018-0.044],EBF2,Neuroticism,"neuroticism measurement",'-,GCST003770,8:141988159
rs75225668-<b>A</b>,"6 x 10-7",,0.948,'-,"0.041066177 unit decrease",[0.025-0.057],KCNH7,Neuroticism,"neuroticism measurement",'-,GCST003770,2:162563914
rs76659101-<b>T</b>,"3 x 10-7",,0.946,'-,"0.04921867 unit increase",[0.03-0.068],LINC01811,Neuroticism,"neuroticism measurement",'-,GCST003770,3:34425585
rs7743464-<b>T</b>,"2 x 10-6",,0.476,'-,"0.016462453 unit decrease",[0.0097-0.0232],"GLRX3P2, TDGF1P4",Neuroticism,"neuroticism measurement",'-,GCST003770,6:3961054
rs77829203-<b>A</b>,"6 x 10-6",,0.038,'-,"0.0439527 unit decrease",[0.025-0.063],DIP2C,Neuroticism,"neuroticism measurement",'-,GCST003770,10:378205
rs78488377-<b>A</b>,"7 x 10-6",,0.046,'-,"0.041193374 unit decrease",[0.023-0.059],ICA1L,Neuroticism,"neuroticism measurement",'-,GCST003770,2:202828554
rs79600781-<b>T</b>,"3 x 10-6",,0.682,'-,"0.017165214 unit increase",[0.01-0.0244],'-,Neuroticism,"neuroticism measurement",'-,GCST003770,9:11854277
rs7973260-<b>A</b>,"2 x 10-7",,0.195,'-,"0.022945262 unit increase",[0.014-0.032],KSR2,Neuroticism,"neuroticism measurement",'-,GCST003770,12:117937681
rs79996792-<b>A</b>,"3 x 10-6",,0.777,'-,"0.019291617 unit decrease",[0.011-0.027],SLC4A10,Neuroticism,"neuroticism measurement",'-,GCST003770,2:161587424
rs859767-<b>A</b>,"8 x 10-7",,0.569,'-,"0.017816983 unit increase",[0.011-0.025],TMEM163,Neuroticism,"neuroticism measurement",'-,GCST003770,2:134583630
rs9298995-<b>A</b>,"1 x 10-6",,0.406,'-,"0.016965462 unit decrease",[0.01-0.024],GLIS3,Neuroticism,"neuroticism measurement",'-,GCST003770,9:4145340
rs932143-<b>T</b>,"6 x 10-7",,0.557,'-,"0.017227348 unit increase",[0.01-0.024],LINC02882,Neuroticism,"neuroticism measurement",'-,GCST003770,12:73973503
rs9427672-<b>A</b>,"4 x 10-6",,0.256,'-,"0.018104669 unit decrease",[0.01-0.026],"DENND1B, C1orf53",Neuroticism,"neuroticism measurement",'-,GCST003770,1:197785611
rs9465539-<b>A</b>,"2 x 10-6",,0.177,'-,"0.021537917 unit increase",[0.013-0.03],LNC-LBCS,Neuroticism,"neuroticism measurement",'-,GCST003770,6:19823659
rs9468186-<b>A</b>,"2 x 10-7",,0.794,'-,"0.021873573 unit increase",[0.014-0.03],"RPL8P1, LINC01012",Neuroticism,"neuroticism measurement",'-,GCST003770,6:27658852
rs9584850-<b>C</b>,"7 x 10-8",,0.272,'-,"0.021279898 unit decrease",[0.014-0.029],"FARP1, STK24",Neuroticism,"neuroticism measurement",'-,GCST003770,13:98449172
rs9690295-<b>T</b>,"2 x 10-6",,0.553,'-,"0.017012898 unit decrease",[0.01-0.024],HIPK2,Neuroticism,"neuroticism measurement",'-,GCST003770,7:139688220
rs9828082-<b>A</b>,"6 x 10-6",,0.324,'-,"0.0165609 unit increase",[0.0094-0.0237],SATB1-AS1,Neuroticism,"neuroticism measurement",'-,GCST003770,3:18579546
rs45601232-<b>G</b>,"4 x 10-9",,NR,'-,"0.06412 unit increase",NR,PIP4K2A,"Sensitivity to environmental stress and adversity","neuroticism measurement",'-,GCST010123,10:22674000
rs34657012-<b>A</b>,"3 x 10-9",,NR,'-,"0.01532 unit increase",NR,KLHL29,"Sensitivity to environmental stress and adversity","neuroticism measurement",'-,GCST010123,2:23379731
rs527528-<b>T</b>,"7 x 10-14",,NR,'-,"0.01856 unit increase",NR,"ZDHHC5, CLP1","Sensitivity to environmental stress and adversity","neuroticism measurement",'-,GCST010123,11:57665855
rs2627019-<b>T</b>,"4 x 10-8",,NR,'-,"0.01292 unit increase",NR,ORC4,"Sensitivity to environmental stress and adversity","neuroticism measurement",'-,GCST010123,2:147971481
rs7567451-<b>G</b>,"5 x 10-8",,NR,'-,"0.0144 unit decrease",NR,LINC01876,"Sensitivity to environmental stress and adversity","neuroticism measurement",'-,GCST010123,2:156196868
rs35738585-<b>G</b>,"5 x 10-16",,NR,'-,"0.01911 unit decrease",NR,DRD2,"Sensitivity to environmental stress and adversity","neuroticism measurement",'-,GCST010123,11:113515625
rs9811585-<b>G</b>,"4 x 10-9",,NR,'-,"0.01418 unit increase",NR,ARPP21,"Sensitivity to environmental stress and adversity","neuroticism measurement",'-,GCST010123,3:35683104
rs11115117-<b>C</b>,"2 x 10-8",,NR,'-,"0.01946 unit increase",NR,LINC02426,"Sensitivity to environmental stress and adversity","neuroticism measurement",'-,GCST010123,12:81951550
rs3772882-<b>A</b>,"1 x 10-9",,NR,'-,"0.01465 unit decrease",NR,GBE1,"Sensitivity to environmental stress and adversity","neuroticism measurement",'-,GCST010123,3:81759451
rs6490177-<b>A</b>,"1 x 10-9",,NR,'-,"0.01863 unit increase",NR,TAOK3,"Sensitivity to environmental stress and adversity","neuroticism measurement",'-,GCST010123,12:118358280
rs3124426-<b>C</b>,"2 x 10-8",,NR,'-,"0.01577 unit increase",NR,COL4A2,"Sensitivity to environmental stress and adversity","neuroticism measurement",'-,GCST010123,13:55363211
rs11627348-<b>A</b>,"1 x 10-8",,NR,'-,"0.01887 unit increase",NR,OTX2-AS1,"Sensitivity to environmental stress and adversity","neuroticism measurement",'-,GCST010123,14:56828686
rs761898-<b>A</b>,"2 x 10-8",,NR,'-,"0.01362 unit decrease",NR,"RPS29P1, ACTN1-AS1","Sensitivity to environmental stress and adversity","neuroticism measurement",'-,GCST010123,14:69013664
rs2305411-<b>C</b>,"4 x 10-9",,NR,'-,"0.01549 unit decrease",NR,AQR,"Sensitivity to environmental stress and adversity","neuroticism measurement",'-,GCST010123,15:34960981
rs3785237-<b>G</b>,"1 x 10-11",,NR,'-,"0.01594 unit decrease",NR,RBFOX1,"Sensitivity to environmental stress and adversity","neuroticism measurement",'-,GCST010123,16:7617129
rs8045843-<b>C</b>,"9 x 10-9",,NR,'-,"0.01609 unit increase",NR,ZCCHC14,"Sensitivity to environmental stress and adversity","neuroticism measurement",'-,GCST010123,16:87411088
rs4791331-<b>T</b>,"3 x 10-9",,NR,'-,"0.0139 unit decrease",NR,NTN1,"Sensitivity to environmental stress and adversity","neuroticism measurement",'-,GCST010123,17:9028765
rs80143279-<b>C</b>,"8 x 10-22",,NR,'-,"0.02682 unit increase",NR,LINC02210-CRHR1,"Sensitivity to environmental stress and adversity","neuroticism measurement",'-,GCST010123,17:45699376
